,Concept_ID,en,nl
886,sterben::V,die,overlijden
887,umkommen::V,perish,omkomen
888,sich bewegen::V,move,zich bewegen
889,sich rühren::V,budge,zich verroeren
890,sich erheben::V,stand up,oprijzen
891,sich erheben::V,stand up,verrijzen
892,sich setzen::V,sit down,gaan zitten
893,hinfallen::V,tumble,vallen
894,hinfallen::V,tumble,neervallen
895,laufen::V,walk,lopen
896,schreiten::V,pace,stappen
897,schreiten::V,pace,schrijden
898,spazierengehen::V,go for a walk,gaan wandelen
899,eilen::V,rush,ijlen
900,eilen::V,rush,haasten
901,sich beeilen::V,hurry,zich haasten
902,sausen::V,dash,stuiven
903,rennen::V,run,rennen
904,springen::V,jump,springen
905,klettern::V,climb,klimmen
906,klettern::V,climb,klauteren
907,schaukeln::V,seesaw,schommelen
908,kriechen::V,creep,kruipen
909,schwimmen::V,swim,zwemmen
910,tauchen::V,dive,duiken
911,rudern::V,row,roeien
912,fahren::V,drive,rijden
913,fliegen::V,fly,vliegen
914,gehen::V,go,gaan
915,weggehen::V,go away,weggaan
916,abfahren::V,depart,vertrekken
917,anhalten::V,stop,stoppen
918,anhalten::V,stop,stilhouden
919,hineingehen::V,go in,ingaan
920,hineingehen::V,go in,binnengaan
921,eintreten::V,enter,binnenkomen
922,kommen::V,come,komen
923,ankommen::V,arrive,aankomen
924,zurückkommen::V,come back,terugkomen
925,bleiben::V,stay,blijven
926,warten::V,wait,wachten
927,erwarten::V,wait for,verwachten
928,suchen::V,seek,zoeken
929,suchen::V,look for,zoeken
930,finden::V,find,vinden
931,versuchen::V,try,proberen
932,versuchen::V,try,beproeven
933,vorbereiten::V,prepare,voorbereiden
934,lieben::V,love,houden van
935,mögen::V,like,lusten
936,mögen::V,like,houden van
937,lachen::V,laugh,lachen
938,rühren::V,move,roeren
939,weinen::V,weep,huilen
940,weinen::V,weep,schreien
941,schimpfen::V,grumble,kijven
942,schimpfen::V,grumble,schelden
943,sich ärgern::V,be annoyed,zich ergeren
944,sich fürchten::V,be afraid,bang zijn
945,fürchten::V,be afraid of,vrezen
946,fliehen::V,flee,vluchten
947,flüchten::V,escape,ontsnappen
948,flüchten::V,escape,ontkomen
949,sehen::V,see,zien
950,anschauen::V,look at,aankijken
951,ansehen::V,watch,aanzien
952,ansehen::V,watch,bekijken
953,hören::V,hear,horen
954,zuhören::V,listen,luisteren
955,probieren::V,taste,proeven
956,riechen::V,smell,ruiken
957,fühlen::V,feel,voelen
958,scheinen::V,seem,lijken
959,zu sehen sein::V,show,te zien zijn
960,vernehmen::V,hear,vernemen
961,frieren::V,be cold,het koud hebben
962,tun::V,do,doen
963,können::V,can,kunnen
964,wollen::V,want,willen
965,anfangen::V,start,beginnen
966,anfangen::V,start,aanvangen
967,beenden::V,finish,beëindigen
968,aufhören::V,stop,ophouden
969,gelingen::V,succeed,lukken
970,gelingen::V,succeed,gelukken
971,geraten::V,turn out,uitvallen
972,öffnen::V,open,openen
973,öffnen::V,open,opendoen
974,schließen::V,close,sluiten
975,schließen::V,close,dichtdoen
976,stellen::V,put,stellen
977,stellen::V,put,plaatsen
978,setzen::V,place,zetten
979,setzen::V,place,plaatsen
980,legen::V,lay,leggen
981,berühren::V,touch,aanraken
982,verbinden::V,connect,verbinden
983,bedecken::V,cover,bedekken
984,aufhängen::V,hang up,ophangen
985,anzünden::V,light,aansteken
986,aufheben::V,pick up,oprapen
987,zurücklassen::V,leave,achterlaten
988,verlieren::V,lose,verliezen
989,fallen lassen::V,drop,laten vallen
990,machen::V,make,maken
991,herstellen::V,produce,produceren
992,herstellen::V,produce,voortbrengen
993,bauen::V,build,bouwen
994,reparieren::V,mend,repareren
995,reparieren::V,mend,herstellen
996,verbessern::V,improve,verbeteren
997,ändern::V,alter,wijzigen
998,ändern::V,alter,veranderen
999,graben::V,dig,graven
1000,beugen::V,bow,buigen
1001,biegen::V,bend,buigen
1002,drehen::V,spin,draaien
1003,wenden::V,turn,keren
1004,wenden::V,turn,wenden
1005,umdrehen::V,turn around,omdraaien
1006,heben::V,raise,heffen
1007,heben::V,raise,optillen
1008,hochheben::V,lift,tillen
1009,ergreifen::V,seize,pakken
1010,ergreifen::V,seize,grijpen
1011,halten::V,hold,houden
1012,drücken::V,press,drukken
1013,schieben::V,push,duwen
1014,schieben::V,push,schuiven
1015,kratzen::V,scrape,krassen
1016,lecken::V,lick,likken
1017,beißen::V,bite,bijten
1018,abreißen::V,tear off,afrukken
1019,abreißen::V,tear off,afscheuren
1020,abschneiden::V,cut off,afsnijden
1021,binden::V,tie,binden
1022,stecken::V,stick,steken
1023,brechen::V,break,breken
1024,klopfen::V,knock,kloppen
1025,hauen::V,hit,houwen
1026,kleben::V,glue,plakken
1027,reiben::V,rub,wrijven
1028,streichen::V,spread,smeren
1029,schleifen::V,grind,slijpen
1030,schneiden::V,cut,snijden
1031,rütteln::V,jolt,schudden
1032,schütteln::V,shake,schudden
1033,schwenken::V,swing,wuiven
1034,schwenken::V,swing,zwaaien
1035,schütten::V,pour,gieten
1036,schütten::V,pour,storten
1037,füllen::V,fill,vullen
1038,einwickeln::V,wrap,inwikkelen
1039,tragen::V,carry,dragen
1040,schleppen::V,drag,slepen
1041,ziehen::V,pull,trekken
1042,aufbewahren::V,keep,bewaren
1043,werfen::V,throw,gooien
1044,fangen::V,catch,vangen
1045,packen::V,grab,pakken
1046,packen::V,grab,vastpakken
1047,verstecken::V,hide,verstoppen
1048,teilen::V,divide,delen
1049,schicken::V,send,sturen
1050,bringen::V,bring,brengen
1051,hinzufügen::V,add,toevoegen
1052,bekommen::V,get,verkrijgen
1053,erhalten::V,receive,krijgen
1054,nehmen::V,take,nemen
1055,wählen::V,choose,kiezen
1056,wählen::V,choose,verkiezen
1057,auswählen::V,select,uitkiezen
1058,bewahren::V,preserve,bewaren
1059,behindern::V,hinder,hinderen
1060,verderben::V,spoil,bederven
1061,beschädigen::V,damage,beschadigen
1062,zerbrechen::V,break,breken
1063,zerbrechen::V,break,stukbreken
1064,zerreißen::V,tear,scheuren
1065,zerreißen::V,tear,verscheuren
1066,zerstören::V,destroy,vernielen
1067,verbrennen::V,burn,branden
1068,verbrennen::V,burn,verbranden
1069,geben::V,give,geven
1070,reichen::V,hand,reiken
1071,reichen::V,hand,aanreiken
1072,schenken::V,give,schenken
1073,versprechen::V,promise,beloven
1074,wünschen::V,wish,wensen
1075,loben::V,praise,loven
1076,loben::V,praise,prijzen
1077,küssen::V,kiss,kussen
1078,wiegen::V,rock,wiegen
1079,zudecken::V,cover,toedekken
1080,wecken::V,wake,wekken
1081,zeigen::V,show,tonen
1082,zeigen::V,show,wijzen
1083,führen::V,guide,voeren
1084,lehren::V,teach,leren
1085,unterrichten::V,instruct,onderwijzen
1086,aufziehen::V,bring up,grootbrengen
1087,leiten::V,lead,leiden
1088,antreiben::V,urge,aandrijven
1089,lassen::V,let,laten
1090,einladen::V,invite,uitnodigen
1091,vereinigen::V,unite,verenigen
1092,besuchen::V,visit,bezoeken
1093,treffen::V,meet,treffen
1094,treffen::V,meet,ontmoeten
1095,sich versammeln::V,assemble,zich verzamelen
1096,spielen::V,play,spelen
1097,singen::V,sing,zingen
1098,tanzen::V,dance,dansen
1099,sich trennen::V,separate,van elkaar gaan
1100,verlassen::V,leave,verlaten
1101,retten::V,rescue,redden
1102,bewachen::V,guard,bewaken
1103,schützen::V,protect,beschermen
1104,verteidigen::V,defend,verdedigen
1105,sich schlagen::V,brawl,knokken
1106,schießen::V,shoot,schieten
1107,siegen::V,win,overwinnen
1108,ärgern::V,annoy,ergeren
1109,schlagen::V,beat,slaan
1110,treten::V,kick,trappen
1111,treten::V,kick,schoppen
1112,stechen::V,sting,steken
1113,stechen::V,sting,prikken
1114,stoßen::V,shove,stoten
1115,stehlen::V,steal,stelen
1116,stören::V,disturb,storen
1117,stören::V,disturb,verstoren
1118,belästigen::V,bother,lastig vallen
1119,verbergen::V,conceal,verbergen
1120,täuschen::V,deceive,misleiden
1121,betrügen::V,cheat,bedriegen
1122,töten::V,kill,doden
1123,wohnen::V,dwell,wonen
1124,arbeiten::V,work,werken
1125,sammeln::V,gather,inzamelen
1126,sammeln::V,gather,verzamelen
1127,pflücken::V,pick,plukken
1128,jagen::V,hunt,jagen
1129,fischen::V,fish,vissen
1130,fassen::V,catch,vangen
1131,hüten::V,herd,hoeden
1132,treiben::V,drive,drijven
1133,anbinden::V,tie up,vastbinden
1134,füttern::V,feed,voeren
1135,melken::V,milk,melken
1136,hacken::V,chop,hakken
1137,gießen::V,water,gieten
1138,reifen::V,ripen,rijpen
1139,zubereiten::V,cook,klaarmaken
1140,zubereiten::V,cook,toebereiden
1141,kochen::V,boil,koken
1142,backen::V,bake,bakken
1143,braten::V,fry,braden
1144,umrühren::V,stir,omroeren
1145,stricken::V,knit,breien
1146,nähen::V,sew,naaien
1147,färben::V,dye,verven
1148,färben::V,dye,kleuren
1149,reinigen::V,clean,reinigen
1150,waschen::V,wash,wassen
1151,abwischen::V,wipe,afvegen
1152,spülen::V,rinse,spoelen
1153,spülen::V,rinse,afwassen
1154,fegen::V,sweep,vegen
1155,kehren::V,sweep,vegen
1156,baden::V,bath,baden
1157,sich waschen::V,wash,zich wassen
1158,ausziehen::V,take off,uittrekken
1159,anziehen::V,put on,aantrekken
1160,sich anziehen::V,get dressed,zich aankleden
1161,kämmen::V,comb,kammen
1162,schmücken::V,decorate,tooien
1163,sagen::V,say,zeggen
1164,sprechen::V,speak,spreken
1165,reden::V,talk,praten
1166,sich unterhalten::V,chat,zich onderhouden
1167,fragen::V,ask,vragen
1168,bitten::V,request,vragen
1169,bitten::V,request,verzoeken
1170,erzählen::V,tell,vertellen
1171,mitteilen::V,convey,meedelen
1172,nennen::V,name,noemen
1173,rufen::V,call,roepen
1174,prahlen::V,brag,pralen
1175,übersetzen::V,translate,vertalen
1176,denken::V,think,denken
1177,glauben::V,believe,geloven
1178,bemerken::V,notice,bemerken
1179,erkennen::V,recognize,herkennen
1180,begreifen::V,grasp,begrijpen
1181,verstehen::V,understand,verstaan
1182,lernen::V,learn,leren
1183,wissen::V,know,weten
1184,sich erinnern an::V,remember,zich herinneren aan
1185,vergessen::V,forget,vergeten
1186,messen::V,measure,meten
1187,zählen::V,count,tellen
1188,rechnen::V,calculate,rekenen
1189,lesen::V,read,lezen
1190,malen::V,paint,schilderen
1191,zeichnen::V,draw,tekenen
1192,schreiben::V,write,schrijven
1193,besitzen::V,own,bezitten
1194,kaufen::V,buy,kopen
1195,verkaufen::V,sell,verkopen
1196,bezahlen::V,pay for,betalen
1197,zahlen::V,pay,betalen
1198,beherrschen::V,rule,beheersen
1199,ertragen::V,endure,verdragen
,,attention,"belangstelling"
,,attention,"op"
,,attention,"aandacht"
,,attention,"attentie"
,,arrival,"aankomst"
,,arrival,"komst"
,,arrival,"aankomsttijd"
,,entry,"toegang"
,,entry,"inbraak"
,,entry,"entree"
,,entry,"ingang"
,,entry,"binnen"
,,entry,"aanmelding"
,,proposal,"voorstel"
,,proposal,"aanzoek"
,,proposal,"huwelijksaanzoek"
,,ape,"ape"
,,ape,"apen"
,,ape,"aap"
,,monkey,"aapje"
,,monkey,"monkey"
,,monkey,"aap"
,,nature,"natuur"
,,nature,"nature"
,,nature,"aard"
,,potato,"aardappel"
,,potato,"potato"
,,potato,"aardappelsalade"
,,strawberry,"aardbei"
,,strawberry,"strawberry"
,,strawberry,"aardbeien"
,,earth,"hemelsnaam"
,,earth,"wereld"
,,earth,"aarde"
,,soil,"bodem"
,,soil,"aarde"
,,soil,"grond"
,,nice,"mooi"
,,nice,"aardig"
,,nice,"leuk"
,,trunk,"koffer"
,,trunk,"achterbak"
,,trunk,"stam"
,,trunk,"boomstronk"
,,trunk,"kofferbak"
,,trunk,"romp"
,,action,"action"
,,action,"actie"
,,action,"aktie"
,,eagle,"eagle"
,,eagle,"adelaar"
,,eagle,"arend"
,,dislike,"hekel"
,,dislike,"niet"
,,dislike,"afkeer"
,,distance,"afstand"
,,distance,"verte"
,,distance,"weg"
,,rubbish,"afval"
,,rubbish,"vuilnis"
,,rubbish,"onzin"
,,rubbish,"rommel"
,,rubbish,"rotzooi"
,,trash,"afval"
,,trash,"vuil"
,,trash,"vuilnis"
,,trash,"troep"
,,trash,"vuilnisbak"
,,waste,"zonde"
,,waste,"afval"
,,waste,"verspilling"
,,waste,"verspillen"
,,waste,"wegkwijnen"
,,apple,"apple"
,,apple,"appel"
,,apple,"appeltaart"
,,author,"auteur"
,,author,"schrijver"
,,author,"schrijfster"
,,writer,"auteur"
,,writer,"schrijver"
,,writer,"schrijfster"
,,car,"autosleutels"
,,car,"taxi"
,,car,"auto"
,,car,"wagen"
,,bath,"bubbelbad"
,,bath,"bad"
,,bath,"bath"
,,baker,"bakers"
,,baker,"baker"
,,baker,"bakker"
,,bakery,"bakery"
,,bakery,"bakker"
,,bakery,"bakkerij"
,,ball,"ball"
,,ball,"bol"
,,ball,"gala"
,,ball,"bal"
,,dance,"dans"
,,dance,"dance"
,,dance,"gala"
,,dance,"dansen"
,,dance,"bal"
,,crook,"schurk"
,,crook,"dief"
,,crook,"bandiet"
,,crook,"misdadiger"
,,crook,"bedrieger"
,,crook,"crimineel"
,,crook,"oplichter"
,,crook,"boef"
,,bank,"bankrekening"
,,bank,"bankrekeningen"
,,bank,"bank"
,,bench,"voren"
,,bench,"bankje"
,,bench,"bank"
,,couch,"sofa"
,,couch,"zetel"
,,couch,"bank"
,,base,"basis"
,,base,"voet"
,,base,"honk"
,,base,"base"
,,basic,"basis"
,,basic,"fundamentele"
,,basic,"elementair"
,,basic,"standaard"
,,basis,"basis"
,,basis,"gebaseerd"
,,basis,"grond"
,,meaning,"bedoeling"
,,meaning,"mening"
,,meaning,"betekenis"
,,meaning,"bedoel"
,,meaning,"betekent"
,,threat,"bedreiging"
,,threat,"dreiging"
,,threat,"dreigement"
,,threat,"gevaar"
,,betrayal,"verraad"
,,betrayal,"bedrieging"
,,betrayal,"bedrog"
,,betrayal,"verraden"
,,insight,"inzicht"
,,insight,"informatie"
,,insight,"inzichten"
,,insight,"beeld"
,,leg,"been"
,,leg,"poot"
,,leg,"benen"
,,funeral,"uitvaart"
,,funeral,"begrafenis"
,,funeral,"begraven"
,,confession,"bekentenis"
,,confession,"bekennen"
,,confession,"biecht"
,,interest,"rente"
,,interest,"interesse"
,,interest,"belang"
,,interest,"belangstelling"
,,promise,"beloof"
,,promise,"belofte"
,,promise,"beloven"
,,necessity,"nodig"
,,necessity,"noodzakelijk"
,,necessity,"benodigdheid"
,,necessity,"noodzaak"
,,necessity,"noodzakelijkheid"
,,gas,"tankstation"
,,gas,"benzine"
,,gas,"gas"
,,mountain,"berg"
,,mountain,"mountain"
,,mountain,"bergen"
,,message,"bericht"
,,message,"berichtje"
,,message,"boodschap"
,,fame,"fame"
,,fame,"beroemd"
,,fame,"roem"
,,protection,"bescherming"
,,protection,"getuigenbescherming"
,,protection,"beschermen"
,,description,"signalement"
,,description,"omschrijving"
,,description,"beschrijving"
,,decision,"besluit"
,,decision,"keuze"
,,decision,"beslissing"
,,decision,"beslissen"
,,order,"order"
,,order,"bevel"
,,order,"volgorde"
,,order,"bestelling"
,,order,"orde"
,,order,"om"
,,order,"opdracht"
,,command,"commando"
,,command,"bevel"
,,command,"command"
,,evidence,"bewijsmateriaal"
,,evidence,"bewijzen"
,,evidence,"bewijs"
,,proof,"bewijzen"
,,proof,"bewijst"
,,proof,"bewijs"
,,prove,"bewijzen"
,,prove,"bewijst"
,,prove,"bewijs"
,,possession,"drugsbezit"
,,possession,"bezetenheid"
,,possession,"bezit"
,,property,"domein"
,,property,"eigendom"
,,property,"terrein"
,,property,"bezit"
,,property,"eigenschap"
,,ale,"gemberbier"
,,ale,"ale"
,,ale,"bier"
,,beer,"biertje"
,,beer,"drinken"
,,beer,"bier"
,,at,"bij"
,,at,"op"
,,at,"in"
,,bee,"bij"
,,bee,"bee"
,,bee,"bijen"
,,with,"bij"
,,with,"met"
,,with,"mee"
,,bible,"bijbelse"
,,bible,"bijbel"
,,bible,"bijbelstudie"
,,meeting,"bijeenkomst"
,,meeting,"ontmoeting"
,,meeting,"ontmoeten"
,,meeting,"vergadering"
,,blame,"geef"
,,blame,"nemen"
,,blame,"blaam"
,,blame,"schuld"
,,sheet,"papier"
,,sheet,"bladmuziek"
,,sheet,"laken"
,,sheet,"sheet"
,,sheet,"vel"
,,sheet,"blad"
,,sheet,"strafblad"
,,fair,"mooi"
,,fair,"fair"
,,fair,"bleek"
,,fair,"eerlijke"
,,fair,"eerlijk"
,,lightning,"bliksemschicht"
,,lightning,"lightning"
,,lightning,"bliksem"
,,blind,"blinden"
,,blind,"blind"
,,blind,"blinde"
,,flower,"flower"
,,flower,"bloemen"
,,flower,"bloem"
,,block,"blokkeren"
,,block,"blokkade"
,,block,"blok"
,,block,"straat"
,,square,"square"
,,square,"plein"
,,square,"blok"
,,square,"vierkante"
,,bid,"geboden"
,,bid,"bod"
,,bid,"bieden"
,,offer,"voorstel"
,,offer,"bod"
,,offer,"offer"
,,offer,"bieden"
,,offer,"aanbieden"
,,offer,"aanbod"
,,book,"bijbel"
,,book,"boeken"
,,book,"boekje"
,,book,"boek"
,,farmer,"boeren"
,,farmer,"boer"
,,farmer,"farmer"
,,farm,"boerderij"
,,farm,"farm"
,,farm,"boerenjongen"
,,bosom,"boezem"
,,bosom,"borsten"
,,bosom,"borst"
,,breast,"borstvoeding"
,,breast,"borstkanker"
,,breast,"boezem"
,,breast,"borst"
,,fur,"bont"
,,fur,"vacht"
,,fur,"bontjas"
,,errand,"loopjongen"
,,errand,"boodschappenjongen"
,,errand,"boodschap"
,,tree,"boom"
,,tree,"kerstboom"
,,tree,"boomstronk"
,,tree,"tree"
,,anger,"kwaadheid"
,,anger,"kwaad"
,,anger,"boosheid"
,,anger,"woede"
,,boat,"boord"
,,boat,"schip"
,,boat,"boot"
,,ship,"boord"
,,ship,"schip"
,,ship,"boot"
,,chest,"borstkas"
,,chest,"kast"
,,chest,"kist"
,,chest,"borst"
,,forest,"bos"
,,forest,"forest"
,,forest,"woud"
,,wood,"hout"
,,wood,"bos"
,,wood,"wood"
,,wood,"woud"
,,blunt,"bot"
,,blunt,"stomp"
,,blunt,"blunt"
,,bone,"bot"
,,bone,"botten"
,,bone,"been"
,,bone,"beenmerg"
,,rude,"bot"
,,rude,"onbeschoft"
,,rude,"grof"
,,rude,"onbeleefd"
,,pants,"broeken"
,,pants,"broek"
,,pants,"onderbroek"
,,pants,"pants"
,,trousers,"broek"
,,trousers,"broeken"
,,trousers,"broekzak"
,,brother,"broeder"
,,brother,"broertje"
,,brother,"broer"
,,bread,"brood"
,,bread,"broodkruimels"
,,bread,"geld"
,,bride,"bruid"
,,bride,"bruidje"
,,bride,"bride"
,,desk,"tafel"
,,desk,"bureau"
,,desk,"balie"
,,desk,"receptie"
,,gift,"cadeau"
,,gift,"geschenk"
,,gift,"kado"
,,gift,"gift"
,,gift,"gave"
,,cape,"kaap"
,,cape,"kaapstad"
,,cape,"cape"
,,cloak,"mantel"
,,cloak,"overjas"
,,cloak,"cape"
,,cloak,"camouflage"
,,circle,"circle"
,,circle,"kring"
,,circle,"cirkel"
,,circle,"rondje"
,,circle,"cyclus"
,,cycle,"fiets"
,,cycle,"levenscyclus"
,,cycle,"cirkel"
,,cycle,"cyclus"
,,lemon,"citroensap"
,,lemon,"lemon"
,,lemon,"citroen"
,,creation,"ontstaan"
,,creation,"schepping"
,,creation,"creatie"
,,crude,"grof"
,,crude,"ruwe"
,,crude,"elementair"
,,crude,"wreed"
,,crude,"gemeen"
,,crude,"cru"
,,crude,"ruw"
,,culture,"beschaving"
,,culture,"popcultuur"
,,culture,"cultuur"
,,deed,"daad"
,,deed,"eigendomsakte"
,,deed,"akte"
,,day,"nacht"
,,day,"datum"
,,day,"ochtend"
,,day,"vandaag"
,,day,"dagen"
,,day,"dag"
,,dawn,"ochtend"
,,dawn,"dawn"
,,dawn,"dageraad"
,,dawn,"schemering"
,,dawn,"zonsopkomst"
,,dawn,"ochtendschemer"
,,dawn,"zonsopgang"
,,roof,"plafond"
,,roof,"roof"
,,roof,"huis"
,,roof,"dak"
,,decline,"weigeren"
,,decline,"weiger"
,,decline,"verval"
,,decline,"daling"
,,descent,"afdaling"
,,descent,"daling"
,,descent,"afkomst"
,,fall,"valt"
,,fall,"herfst"
,,fall,"vallen"
,,fall,"daling"
,,fall,"val"
,,dame,"meid"
,,dame,"vrouw"
,,dame,"dame"
,,lady,"lady"
,,lady,"vrouw"
,,lady,"dame"
,,bold,"dapper"
,,bold,"gedurfde"
,,bold,"brutaal"
,,bold,"moedig"
,,brave,"dapper"
,,brave,"dappere"
,,brave,"moedig"
,,bowel,"stoelgang"
,,bowel,"darmen"
,,bowel,"darm"
,,date,"date"
,,date,"datum"
,,date,"afspraakje"
,,part,"verdelen"
,,part,"gedeelte"
,,part,"deel"
,,part,"onderdeel"
,,blanket,"laken"
,,blanket,"deken"
,,blanket,"dekentje"
,,pine,"dennennaalden"
,,pine,"pine"
,,pine,"den"
,,pine,"wegkwijnen"
,,virtue,"deugd"
,,virtue,"zaak"
,,virtue,"eigenschap"
,,virtue,"deugdzaamheid"
,,thief,"dief"
,,thief,"paardendief"
,,thief,"autodief"
,,maid,"dienstmeisje"
,,maid,"meid"
,,maid,"huishoudhulp"
,,maid,"bruidsmeisje"
,,maid,"werkster"
,,vet,"veteraan"
,,vet,"veearts"
,,vet,"dierenarts"
,,veterinarian,"dierenkliniek"
,,veterinarian,"veearts"
,,veterinarian,"dierenarts"
,,thigh,"dijbeen"
,,thigh,"dij"
,,thigh,"bovenbeen"
,,thing,"wat"
,,thing,"daad"
,,thing,"ding"
,,thing,"benodigdheid"
,,thing,"iets"
,,thing,"gebeurtenis"
,,thing,"beslissing"
,,thing,"evenement"
,,direction,"richting"
,,direction,"directie"
,,direction,"kant"
,,direction,"weg"
,,daughter,"dochtertje"
,,daughter,"dochter"
,,daughter,"dochters"
,,doctor,"dokter"
,,doctor,"arts"
,,doctor,"doctor"
,,domain,"domeinnaam"
,,domain,"gebied"
,,domain,"domein"
,,domain,"veld"
,,box,"box"
,,box,"doos"
,,box,"kooi"
,,box,"kist"
,,village,"dorpje"
,,village,"village"
,,village,"dorp"
,,thread,"draad"
,,thread,"draadje"
,,thread,"garen"
,,wire,"tap"
,,wire,"prikkeldraad"
,,wire,"draad"
,,wire,"microfoon"
,,wire,"snoer"
,,wire,"draadje"
,,triangle,"driehoeksverhouding"
,,triangle,"triangle"
,,triangle,"triangel"
,,triangle,"driehoek"
,,grape,"druivensap"
,,grape,"druiven"
,,grape,"druif"
,,crowd,"mensen"
,,crowd,"publiek"
,,crowd,"drukte"
,,crowd,"menigte"
,,dove,"duif"
,,dove,"dove"
,,dove,"dook"
,,pigeon,"pigeon"
,,pigeon,"duif"
,,pigeon,"postduif"
,,thumb,"thumb"
,,thumb,"duim"
,,thumb,"vingers"
,,slim,"klein"
,,slim,"slank"
,,slim,"slim"
,,slim,"dun"
,,thin,"mager"
,,thin,"dunne"
,,thin,"dun"
,,compulsion,"dwangmatig"
,,compulsion,"drang"
,,compulsion,"dwang"
,,pressure,"luchtdruk"
,,pressure,"bloeddruk"
,,pressure,"dwang"
,,pressure,"druk"
,,oath,"ede"
,,oath,"eed"
,,oath,"gezworen"
,,noble,"nobel"
,,noble,"nobele"
,,noble,"edel"
,,noble,"edele"
,,education,"opleiding"
,,education,"educatie"
,,education,"onderwijs"
,,education,"opvoeding"
,,duck,"duck"
,,duck,"bukken"
,,duck,"eend"
,,measure,"meten"
,,measure,"eenheid"
,,measure,"maatregel"
,,measure,"meet"
,,unity,"unity"
,,unity,"eenheid"
,,unity,"eendracht"
,,simplicity,"eenvoudig"
,,simplicity,"eenvoud"
,,simplicity,"simpelheid"
,,simplicity,"simpel"
,,simplicity,"eenvoudigheid"
,,single,"single"
,,single,"één"
,,single,"eenvoud"
,,single,"enkele"
,,honor,"eren"
,,honor,"eerbied"
,,honor,"eer"
,,honor,"edelachtbare"
,,respect,"respect"
,,respect,"respecteer"
,,respect,"eerbied"
,,respect,"respecteren"
,,honest,"gezegd"
,,honest,"eerlijkheid"
,,honest,"eerlijke"
,,honest,"eerlijk"
,,honesty,"eerlijkheid"
,,honesty,"oprechtheid"
,,honesty,"eerlijk"
,,century,"eeuw"
,,century,"century"
,,century,"eeuwse"
,,owner,"eigenares"
,,owner,"eigenaar"
,,owner,"baas"
,,end,"einde"
,,end,"eind"
,,end,"eindigen"
,,demand,"eisen"
,,demand,"vraag"
,,demand,"eis"
,,elbow,"elleboog"
,,elbow,"elbow"
,,elbow,"tenniselleboog"
,,gigantic,"enorm"
,,gigantic,"enorme"
,,gigantic,"gigantisch"
,,gigantic,"gigantische"
,,huge,"enorm"
,,huge,"grote"
,,huge,"groot"
,,huge,"enorme"
,,huge,"gigantisch"
,,tremendous,"enorm"
,,tremendous,"enorme"
,,tremendous,"geweldig"
,,heritage,"erfgoed"
,,heritage,"heritage"
,,heritage,"erfenis"
,,heritage,"afkomst"
,,inheritance,"erfdeel"
,,inheritance,"erfenis"
,,inheritance,"geërfd"
,,experience,"ervaren"
,,experience,"ervaring"
,,experience,"ervaringen"
,,pea,"pea"
,,pea,"erwtensoep"
,,pea,"erwt"
,,event,"gebeurtenis"
,,event,"evenement"
,,event,"geval"
,,mill,"mill"
,,mill,"fabriek"
,,mill,"molen"
,,torch,"toorts"
,,torch,"fakkel"
,,torch,"zaklamp"
,,bicycle,"bicycle"
,,bicycle,"fietsen"
,,bicycle,"fiets"
,,bike,"fietsen"
,,bike,"fiets"
,,bike,"motor"
,,figure,"uitzoeken"
,,figure,"figuur"
,,figure,"zoeken"
,,figure,"komen"
,,film,"filmen"
,,film,"films"
,,film,"film"
,,movie,"film"
,,movie,"filmster"
,,movie,"bioscoop"
,,bottle,"wijn"
,,bottle,"fles"
,,bottle,"flesje"
,,form,"vorm"
,,form,"formulier"
,,form,"vormen"
,,fruit,"vruchten"
,,fruit,"vrucht"
,,fruit,"fruit"
,,alley,"bowlingbaan"
,,alley,"steegje"
,,alley,"gangetje"
,,alley,"steeg"
,,chap,"jongen"
,,chap,"gast"
,,chap,"vriend"
,,chap,"kerel"
,,chap,"vent"
,,gap,"opening"
,,gap,"gap"
,,gap,"gat"
,,gap,"kloof"
,,lawn,"tuin"
,,lawn,"gazon"
,,lawn,"gras"
,,lawn,"grasveld"
,,happening,"gebeurt"
,,happening,"gebeurtenis"
,,happening,"gebeurd"
,,happening,"gebeuren"
,,deficiency,"gebrek"
,,deficiency,"tekort"
,,deficiency,"vitaminegebrek"
,,flaw,"gebrek"
,,flaw,"fout"
,,flaw,"zwakke"
,,lack,"geen"
,,lack,"tekort"
,,lack,"gebrek"
,,lack,"niet"
,,utensil,"bestek"
,,utensil,"keukengerei"
,,utensil,"werktuig"
,,utensil,"gebruiksvoorwerp"
,,thought,"gedachte"
,,thought,"dacht"
,,thought,"dachten"
,,thought,"gedacht"
,,patience,"geduld"
,,patience,"geduldig"
,,patience,"patience"
,,memory,"herinneringen"
,,memory,"herinnering"
,,memory,"geheugen"
,,money,"betalen"
,,money,"rijk"
,,money,"geld"
,,occasion,"gelegenheid"
,,occasion,"gebeurtenis"
,,occasion,"soms"
,,opportunity,"gelegenheid"
,,opportunity,"kans"
,,opportunity,"mogelijkheid"
,,believe,"geloven"
,,believe,"geloof"
,,believe,"gelooft"
,,faith,"vertrouwen"
,,faith,"faith"
,,faith,"geloof"
,,religion,"religie"
,,religion,"geloof"
,,religion,"godsdienst"
,,noise,"herrie"
,,noise,"lawaai"
,,noise,"geluid"
,,happiness,"geluk"
,,happiness,"blijdschap"
,,happiness,"gelukkig"
,,happiness,"vreugde"
