,Concept_ID,en,de
849,herstellen::V,produce,herstellen
850,bauen::V,build,bauen
851,reparieren::V,mend,reparieren
852,verbessern::V,improve,verbessern
853,ändern::V,alter,ändern
854,graben::V,dig,graben
855,beugen::V,bow,beugen
856,biegen::V,bend,biegen
857,drehen::V,spin,drehen
858,wenden::V,turn,wenden
859,umdrehen::V,turn around,umdrehen
860,heben::V,raise,heben
861,hochheben::V,lift,hochheben
862,ergreifen::V,seize,ergreifen
863,halten::V,hold,halten
864,drücken::V,press,drücken
865,schieben::V,push,schieben
866,kratzen::V,scrape,kratzen
867,lecken::V,lick,lecken
868,beißen::V,bite,beißen
869,abreißen::V,tear off,abreißen
870,abschneiden::V,cut off,abschneiden
871,binden::V,tie,binden
872,stecken::V,stick,stecken
873,brechen::V,break,brechen
874,klopfen::V,knock,klopfen
875,hauen::V,hit,hauen
876,kleben::V,glue,kleben
877,reiben::V,rub,reiben
878,streichen::V,spread,streichen
879,schleifen::V,grind,schleifen
880,schneiden::V,cut,schneiden
881,rütteln::V,jolt,rütteln
882,schütteln::V,shake,schütteln
883,schwenken::V,swing,schwenken
884,schütten::V,pour,schütten
885,füllen::V,fill,füllen
886,einwickeln::V,wrap,einwickeln
887,tragen::V,carry,tragen
888,schleppen::V,drag,schleppen
889,ziehen::V,pull,ziehen
890,aufbewahren::V,keep,aufbewahren
891,werfen::V,throw,werfen
892,fangen::V,catch,fangen
893,packen::V,grab,packen
894,verstecken::V,hide,verstecken
895,teilen::V,divide,teilen
896,schicken::V,send,schicken
897,bringen::V,bring,bringen
898,hinzufügen::V,add,hinzufügen
899,bekommen::V,get,bekommen
900,erhalten::V,receive,erhalten
901,nehmen::V,take,nehmen
902,wählen::V,choose,wählen
903,auswählen::V,select,auswählen
904,bewahren::V,preserve,bewahren
905,behindern::V,hinder,behindern
906,verderben::V,spoil,verderben
907,beschädigen::V,damage,beschädigen
908,zerbrechen::V,break,zerbrechen
909,zerreißen::V,tear,zerreißen
910,zerstören::V,destroy,zerstören
911,verbrennen::V,burn,verbrennen
912,geben::V,give,geben
913,reichen::V,hand,reichen
914,schenken::V,give,schenken
915,versprechen::V,promise,versprechen
916,wünschen::V,wish,wünschen
917,loben::V,praise,loben
918,küssen::V,kiss,küssen
919,wiegen::V,rock,wiegen
920,zudecken::V,cover,zudecken
921,wecken::V,wake,wecken
922,zeigen::V,show,zeigen
923,führen::V,guide,führen
924,lehren::V,teach,lehren
925,unterrichten::V,instruct,unterrichten
926,aufziehen::V,bring up,aufziehen
927,leiten::V,lead,leiten
928,antreiben::V,urge,antreiben
929,lassen::V,let,lassen
930,einladen::V,invite,einladen
931,vereinigen::V,unite,vereinigen
932,besuchen::V,visit,besuchen
933,treffen::V,meet,treffen
934,sich versammeln::V,assemble,sich versammeln
935,spielen::V,play,spielen
936,singen::V,sing,singen
937,tanzen::V,dance,tanzen
938,sich trennen::V,separate,sich trennen
939,verlassen::V,leave,verlassen
940,retten::V,rescue,retten
941,bewachen::V,guard,bewachen
942,schützen::V,protect,schützen
943,verteidigen::V,defend,verteidigen
944,sich schlagen::V,brawl,sich schlagen
945,schießen::V,shoot,schießen
946,siegen::V,win,siegen
947,ärgern::V,annoy,ärgern
948,schlagen::V,beat,schlagen
949,treten::V,kick,treten
950,stechen::V,sting,stechen
951,stoßen::V,shove,stoßen
952,stehlen::V,steal,stehlen
953,stören::V,disturb,stören
954,belästigen::V,bother,belästigen
955,verbergen::V,conceal,verbergen
956,täuschen::V,deceive,täuschen
957,betrügen::V,cheat,betrügen
958,töten::V,kill,töten
959,wohnen::V,dwell,wohnen
960,arbeiten::V,work,arbeiten
961,sammeln::V,gather,sammeln
962,pflücken::V,pick,pflücken
963,jagen::V,hunt,jagen
964,fischen::V,fish,fischen
965,fassen::V,catch,fassen
966,hüten::V,herd,hüten
967,treiben::V,drive,treiben
968,anbinden::V,tie up,anbinden
969,füttern::V,feed,füttern
970,melken::V,milk,melken
971,hacken::V,chop,hacken
972,gießen::V,water,gießen
973,reifen::V,ripen,reifen
974,zubereiten::V,cook,zubereiten
975,kochen::V,boil,kochen
976,backen::V,bake,backen
977,braten::V,fry,braten
978,umrühren::V,stir,umrühren
979,stricken::V,knit,stricken
980,nähen::V,sew,nähen
981,färben::V,dye,färben
982,reinigen::V,clean,reinigen
983,waschen::V,wash,waschen
984,abwischen::V,wipe,abwischen
985,spülen::V,rinse,spülen
986,fegen::V,sweep,fegen
987,kehren::V,sweep,kehren
988,baden::V,bath,baden
989,sich waschen::V,wash,sich waschen
990,ausziehen::V,take off,ausziehen
991,anziehen::V,put on,anziehen
992,sich anziehen::V,get dressed,sich anziehen
993,kämmen::V,comb,kämmen
994,schmücken::V,decorate,schmücken
995,sagen::V,say,sagen
996,sprechen::V,speak,sprechen
997,reden::V,talk,reden
998,sich unterhalten::V,chat,sich unterhalten
999,fragen::V,ask,fragen
1000,bitten::V,request,bitten
1001,erzählen::V,tell,erzählen
1002,mitteilen::V,convey,mitteilen
1003,nennen::V,name,nennen
1004,rufen::V,call,rufen
1005,prahlen::V,brag,prahlen
1006,übersetzen::V,translate,übersetzen
1007,denken::V,think,denken
1008,glauben::V,believe,glauben
1009,bemerken::V,notice,bemerken
1010,erkennen::V,recognize,erkennen
1011,begreifen::V,grasp,begreifen
1012,verstehen::V,understand,verstehen
1013,lernen::V,learn,lernen
1014,wissen::V,know,wissen
1015,sich erinnern an::V,remember,sich erinnern an
1016,vergessen::V,forget,vergessen
1017,messen::V,measure,messen
1018,zählen::V,count,zählen
1019,rechnen::V,calculate,rechnen
1020,lesen::V,read,lesen
1021,malen::V,paint,malen
1022,zeichnen::V,draw,zeichnen
1023,schreiben::V,write,schreiben
1024,besitzen::V,own,besitzen
1025,kaufen::V,buy,kaufen
1026,verkaufen::V,sell,verkaufen
1027,bezahlen::V,pay for,bezahlen
1028,zahlen::V,pay,zahlen
1029,beherrschen::V,rule,beherrschen
1030,ertragen::V,endure,ertragen
,,sociology,"soziologie"
,,sociology,"kriminelle"
,,sociology,"soziologiekurse"
,,sociology,"die"
,,is,"wird"
,,is,"gehört"
,,is,"bezieht"
,,is,"beruht"
,,is,"ringt"
,,is,"es"
,,is,"war"
,,is,"stellt"
,,is,"muss"
,,is,"besteht"
,,is,"er"
,,is,"stammt"
,,is,"bedeutet"
,,is,"liegt"
,,is,"oder"
,,is,"ist"
,,is,"sein"
,,is,"erfolgt"
,,is,"sind"
,,is,"zielt"
,,is,"befindet"
,,is,"steht"
,,is,"gibt"
,,is,"sitzt"
,,is,"bleibt"
,,is,"leidet"
,,is,"geht"
,,is,"schwerfällt"
,,is,"pflegt"
,,is,"unterhält"
,,is,"kostet"
,,is,"entstammt"
,,is,"gilt"
,,is,"handelt"
,,is,"erfolgte"
,,is,"findet"
,,is,"hängt"
,,a,"eine"
,,a,"eines"
,,a,"wurde"
,,a,"einen"
,,a,"einem"
,,a,"für"
,,a,"medizinischem"
,,a,"ein"
,,a,"ihre"
,,a,"vier"
,,a,"kein"
,,a,"n"
,,a,"als"
,,a,"pro"
,,a,"einer"
,,a,"den"
,,a,"technischer"
,,a,"hauptberufliche"
,,relatively,"recht"
,,relatively,"relativ"
,,relatively,"noch"
,,relatively,"ziemlich"
,,relatively,"verhältnismäßig"
,,new,"entstehenden"
,,new,"junges"
,,new,"neues"
,,new,"modernen"
,,new,"new"
,,new,"neue"
,,new,"junge"
,,new,"neuen"
,,academic,"wissenschaftliche"
,,academic,"akademischen"
,,academic,"akademische"
,,academic,"akademiker"
,,discipline,"disziplin"
,,discipline,"selbstdisziplin"
,,discipline,"disziplinieren"
,,discipline,"fachrichtung"
,,it,"folgen"
,,it,"dies"
,,it,"dadurch"
,,it,"darüber"
,,it,"es"
,,it,"davor"
,,it,"dafur"
,,it,"damit"
,,it,"dabei"
,,it,"er"
,,it,"dagegen"
,,it,"man"
,,it,"darin"
,,it,"dafür"
,,it,"das"
,,it,"ihm"
,,it,"dementsprechend"
,,it,"dazu"
,,it,"davon"
,,it,"ist"
,,it,"problems"
,,it,"sie"
,,it,"darauf"
,,it,"daraus"
,,it,"ihn"
,,it,"daran"
,,emerged,"entstammt"
,,emerged,"tauchte"
,,emerged,"ins"
,,emerged,"leben"
,,emerged,"entstand"
,,emerged,"wurde"
,,emerged,"gerufen"
,,emerged,"gründete"
,,emerged,"sich"
,,emerged,"kam"
,,emerged,"zeigte"
,,emerged,"aufgetaucht"
,,emerged,"entwickelte"
,,emerged,"auf"
,,early,"frühen"
,,early,"früh"
,,early,"früher"
,,th,"das"
,,th,"th"
,,th,"da"
,,century,"century"
,,century,"jhd"
,,century,"jahrhunderts"
,,century,"jahrhundert"
,,century,"jhdt"
,,in,"innerhalb"
,,in,"unter"
,,in,"war"
,,in,"der"
,,in,"auf"
,,in,"seit"
,,in,"durch"
,,in,"darin"
,,in,"dazu"
,,in,"zu"
,,in,"in"
,,in,"als"
,,in,"einzulagern"
,,in,"und"
,,in,"indem"
,,in,"dass"
,,in,"jahre"
,,in,"eine"
,,in,"beschäftigten"
,,in,"mit"
,,in,"zwischen"
,,in,"bei"
,,in,"eingesperrt"
,,in,"die"
,,in,"letzten"
,,in,"ineinander"
,,in,"dabei"
,,in,"im"
,,in,"geltend"
,,in,"jahr"
,,in,"hinzu"
,,in,"ins"
,,in,"worunter"
,,in,"einer"
,,in,"zusätzliche"
,,in,"den"
,,response,"antwort"
,,response,"reaktionen"
,,response,"reaktion"
,,to,"aufzubewahren"
,,to,"an"
,,to,"aufzugeben"
,,to,"bis"
,,to,"konnte"
,,to,"aufzuweisen"
,,to,"bezin"
,,to,"dem"
,,to,"zum"
,,to,"damit"
,,to,"entgegenzuwirken"
,,to,"von"
,,to,"aufzuhalten"
,,to,"auf"
,,to,"durch"
,,to,"aufzutreiben"
,,to,"gegen"
,,to,"zu"
,,to,"in"
,,to,"anzupassen"
,,to,"dazu"
,,to,"gerichteten"
,,to,"oder"
,,to,"zur"
,,to,"und"
,,to,"indem"
,,to,"umzugehen"
,,to,"dass"
,,to,"auszubilden"
,,to,"daran"
,,to,"des"
,,to,"mit"
,,to,"zwischen"
,,to,"herauszufinden"
,,to,"die"
,,to,"gegenüber"
,,to,"sich"
,,to,"für"
,,to,"um"
,,to,"das"
,,to,"ins"
,,to,"nach"
,,to,"abzurechnen"
,,to,"anzulegen"
,,to,"hervorzubringen"
,,to,"z"
,,to,"einzudämmen"
,,to,"noch"
,,to,"seinem"
,,to,"den"
,,to,"fachpersonal"
,,to,"einzugrenzen"
,,to,"aufs"
,,the,"dieser"
,,the,"dem"
,,the,"einen"
,,the,"zum"
,,the,"einem"
,,the,"von"
,,the,"der"
,,the,"ein"
,,the,"am"
,,the,"of"
,,the,"als"
,,the,"sein"
,,the,"zur"
,,the,"seinen"
,,the,"dass"
,,the,"diejenigen"
,,the,"des"
,,the,"eine"
,,the,"seine"
,,the,"denjenigen"
,,the,"die"
,,the,"erschwerend"
,,the,"diesem"
,,the,"im"
,,the,"vom"
,,the,"das"
,,the,"hinzu"
,,the,"worunter"
,,the,"einer"
,,the,"seinem"
,,the,"den"
,,the,"dieses"
,,the,"aufs"
,,the,"deren"
,,challenges,"herausforderungen"
,,challenges,"veränderungen"
,,challenges,"enorm"
,,challenges,"gestiegenen"
,,challenges,"herausforderung"
,,challenges,"fordert"
,,challenges,"neuen"
,,of,"an"
,,of,"eines"
,,of,"darüber"
,,of,"unter"
,,of,"natürlich"
,,of,"von"
,,of,"der"
,,of,"auf"
,,of,"meile"
,,of,"of"
,,of,"wegen"
,,of,"inflationsausgleich"
,,of,"zu"
,,of,"in"
,,of,"großem"
,,of,"als"
,,of,"entstehende"
,,of,"zur"
,,of,"seiner"
,,of,"dass"
,,of,"des"
,,of,"genügend"
,,of,"mit"
,,of,"die"
,,of,"gegenüber"
,,of,"den"
,,of,"für"
,,of,"um"
,,of,"vom"
,,of,"aus"
,,of,"chinas"
,,of,"davon"
,,of,"einer"
,,of,"daraus"
,,of,"dieses"
,,of,"seines"
,,modernity,"modern"
,,modernity,"gesellschaft"
,,modernity,"modernität"
,,modernity,"moderne"
,,modernity,"welt"
,,modernity,"modernen"
,,advances,"fortschritte"
,,advances,"avancen"
,,advances,"annäherungsversuche"
,,advances,"fortschritt"
,,advances,"der"
,,advances,"die"
,,advances,"in"
,,increasing,"zunehmende"
,,increasing,"erhöhung"
,,increasing,"die"
,,increasing,"gesteigerte"
,,increasing,"häufiger"
,,increasing,"vermehrten"
,,increasing,"gestiegene"
,,increasing,"steigt"
,,increasing,"selbst"
,,increasing,"zunehmenden"
,,increasing,"erhöhte"
,,increasing,"zunehmend"
,,increasing,"erhöht"
,,increasing,"verstärkt"
,,increasing,"größere"
,,increasing,"steigende"
,,increasing,"steigenden"
,,increasing,"erhöhen"
,,increasing,"gewählten"
,,increasing,"immer"
,,increasing,"gestiegenen"
,,increasing,"mehr"
,,mobility,"bewegen"
,,mobility,"menschen"
,,mobility,"der"
,,mobility,"mobilität"
,,mobility,"die"
,,mobility,"beweglichkeit"
,,and,"sowie"
,,and,"was"
,,and,"überdies"
,,and,"mit"
,,and,"darüberhinaus"
,,and,"sodass"
,,and,"und"
,,and,"aber"
,,and,"gleichförmig"
,,technological,"der"
,,technological,"technischen"
,,technological,"technische"
,,technological,"technologische"
,,technological,"technologischer"
,,technological,"technischer"
,,technological,"technik"
,,technological,"technologischen"
,,resulted,"führten"
,,resulted,"geführt"
,,resulted,"führte"
,,resulted,"resultierte"
,,resulted,"dass"
,,resulted,"dazu"
,,exposure,"einflusses"
,,exposure,"interesses"
,,exposure,"konfrontation"
,,exposure,"traten"
,,exposure,"anschauung"
,,exposure,"ausgangsproblems"
,,exposure,"kontakts"
,,exposure,"sich"
,,exposure,"einbindung"
,,exposure,"kamen"
,,exposure,"kontakt"
,,exposure,"interessierten"
,,exposure,"entwicklung"
,,exposure,"phänomens"
,,exposure,"in"
,,exposure,"gefährdung"
,,exposure,"ausgesetztseins"
,,exposure,"kontaktes"
,,exposure,"exposition"
,,exposure,"belastung"
,,exposure,"ausgesetzt"
,,exposure,"kontakte"
,,cultures,"kultur"
,,cultures,"blutkulturen"
,,cultures,"kulturen"
,,societies,"vom"
,,societies,"aus"
,,societies,"geheimgesellschaften"
,,societies,"sammlergesellschaften"
,,societies,"die"
,,societies,"kulturen"
,,societies,"einer"
,,societies,"gesellschaft"
,,societies,"gesellschaftsformen"
,,societies,"gemeinschaften"
,,societies,"lebt"
,,societies,"gesellschaften"
,,impact,"auswirkungen"
,,impact,"folgen"
,,impact,"einschlag"
,,impact,"aufprall"
,,impact,"ausmaß"
,,but,"doch"
,,but,"dennoch"
,,but,"jedoch"
,,but,"und"
,,but,"allerdings"
,,but,"aber"
,,but,"obwohl"
,,some,"ein"
,,some,"paar"
,,some,"wenig"
,,some,"in"
,,some,"einigen"
,,some,"welche"
,,some,"fällen"
,,some,"etwas"
,,some,"manche"
,,some,"einige"
,,people,"kultur"
,,people,"leute"
,,people,"soziale"
,,people,"die"
,,people,"motiv"
,,people,"sozialen"
,,people,"manche"
,,people,"patienten"
,,people,"eigenen"
,,people,"armen"
,,people,"völkern"
,,people,"völker"
,,people,"leuten"
,,people,"menschen"
,,people,"bevölkerung"
,,people,"gesellschaften"
,,people,"betroffenen"
,,people,"personen"
,,included,"auch"
,,included,"dies"
,,included,"dadurch"
,,included,"unter"
,,included,"führten"
,,included,"es"
,,included,"anderem"
,,included,"beinhaltete"
,,included,"führte"
,,included,"bedeutete"
,,included,"er"
,,included,"ein"
,,included,"beinhalteten"
,,included,"fürchteten"
,,included,"dazu"
,,included,"eingeschlossen"
,,included,"schloss"
,,included,"schlossen"
,,included,"ist"
,,included,"inklusive"
,,included,"bedeuteten"
,,included,"sie"
,,included,"inbegriffen"
,,included,"dass"
,,norms,"sitten"
,,norms,"ihren"
,,norms,"regeln"
,,norms,"werte"
,,norms,"norm"
,,norms,"normen"
,,traditional,"traditionell"
,,traditional,"traditionelle"
,,traditional,"traditioneller"
,,traditional,"traditionellen"
,,customs,"bräuchen"
,,customs,"sitten"
,,customs,"gebräuche"
,,customs,"zoll"
,,customs,"gebräuchen"
,,customs,"gepflogenheiten"
,,customs,"bräuche"
,,customs,"werte"
,,warranted,"notwendig"
,,warranted,"machte"
,,warranted,"soziologie"
,,warranted,"verlangte"
,,warranted,"erhielten"
,,warranted,"die"
,,warranted,"rechtfertigten"
,,warranted,"führten"
,,warranted,"sich"
,,warranted,"sorgten"
,,warranted,"erforderten"
,,warranted,"ermöglichte"
,,warranted,"selber"
,,warranted,"für"
,,warranted,"gewährleisteten"
,,warranted,"zwangen"
,,warranted,"führte"
,,warranted,"gewährleistet"
,,warranted,"erkannten"
,,warranted,"berechtigt"
,,warranted,"schufen"
,,warranted,"angebracht"
,,warranted,"rechtfertigte"
,,warranted,"nach"
,,warranted,"zu"
,,warranted,"gerechtfertigt"
,,warranted,"sie"
,,warranted,"zeigte"
,,warranted,"ihnen"
,,warranted,"ermöglichten"
,,revised,"tieferes"
,,revised,"anderen"
,,revised,"neues"
,,revised,"veränderten"
,,revised,"überarbeitet"
,,revised,"änderten"
,,revised,"neue"
,,revised,"überarbeiteten"
,,revised,"überarbeitetes"
,,revised,"besseres"
,,revised,"überarbeitete"
,,revised,"neuen"
,,understanding,"verständnisvoll"
,,understanding,"verständnis"
,,understanding,"meinung"
,,understanding,"verstehen"
,,world,"weltweit"
,,world,"entwicklungsländern"
,,world,"internationalen"
,,world,"weltsicht"
,,world,"umwelt"
,,world,"internationale"
,,world,"world"
,,world,"welt"
,,responded,"durch"
,,responded,"beschäftigten"
,,responded,"begegneten"
,,responded,"diese"
,,responded,"reagierten"
,,responded,"veranlasst"
,,responded,"reagieren"
,,responded,"reagierte"
,,responded,"sich"
,,responded,"antworteten"
,,responded,"geantwortet"
,,responded,"reagiert"
,,responded,"antwortete"
,,changes,"verändert"
,,changes,"veränderungen"
,,changes,"ändert"
,,changes,"änderungen"
,,sociologists,"soziologie"
,,sociologists,"soziologen"
,,sociologists,"leute"
,,sociologists,"die"
,,sociologists,"ihnen"
,,understand,"herauszufinden"
,,understand,"verstehst"
,,understand,"verstehe"
,,understand,"und"
,,understand,"verständnis"
,,understand,"klären"
,,understand,"verstehen"
,,what,"was"
,,what,"faktoren"
,,what,"darüberhinaus"
,,what,"das"
,,what,"worunter"
,,what,"welche"
,,what,"wodurch"
,,what,"wie"
,,social,"soziale"
,,social,"gesellschaftlichen"
,,social,"in"
,,social,"sozialer"
,,social,"gesellschaftsformen"
,,social,"gesellschaft"
,,social,"sozialen"
,,social,"sozialarbeiter"
,,social,"der"
,,groups,"einer"
,,groups,"gruppierungen"
,,groups,"gruppen"
,,groups,"gruppe"
,,groups,"selbsthilfegruppen"
,,possible,"möglichst"
,,possible,"möglichen"
,,possible,"unmöglich"
,,possible,"ermöglichte"
,,possible,"möglich"
,,possible,"mögliche"
,,possible,"ermöglichten"
,,solutions,"solutions"
,,solutions,"lösungen"
,,solutions,"erklärungen"
,,solutions,"lösung"
,,solutions,"gründe"
,,breakdown,"zuammebruch"
,,breakdown,"bewahren"
,,breakdown,"des"
,,breakdown,"rückgang"
,,breakdown,"niedergang"
,,breakdown,"breakdown"
,,breakdown,"zussamenbruch"
,,breakdown,"wegfallen"
,,breakdown,"abnehmen"
,,breakdown,"nachlass"
,,breakdown,"zusammenbruch"
,,breakdown,"abbau"
,,breakdown,"bedeutungsverlust"
,,breakdown,"auflösung"
,,breakdown,"nervenzusammenbruch"
,,breakdown,"entfernung"
,,breakdown,"bruch"
,,breakdown,"problem"
,,breakdown,"aufbrechen"
,,breakdown,"abbaus"
,,breakdown,"verlust"
,,breakdown,"verfall"
,,breakdown,"aufgabe"
,,solidarity,"solidarität"
,,solidarity,"solidarisch"
,,solidarity,"solidarité"
,,term,"terminus"
,,term,"suffix"
,,term,"begriff"
,,term,"ausdruck"
,,term,"wort"
,,term,"amtszeit"
,,was,"an"
,,was,"machte"
,,was,"stand"
,,was,"konnte"
,,was,"beruht"
,,was,"ausmachte"
,,was,"entstand"
,,was,"bestand"
,,was,"war"
,,was,"führte"
,,was,"bedeutete"
,,was,"fand"
,,was,"stammt"
,,was,"darin"
,,was,"würde"
,,was,"gab"
,,was,"ist"
,,was,"wirkte"
,,was,"waren"
,,was,"sei"
,,was,"trat"
,,was,"einflusses"
,,was,"wollte"
,,was,"gewesen"
,,was,"hat"
,,was,"wäre"
,,was,"bastand"
,,was,"wurde"
,,was,"sich"
,,was,"reagierte"
,,was,"kam"
,,was,"handelte"
,,was,"lagen"
,,was,"wurden"
,,was,"benahm"
,,was,"verhielt"
,,was,"erhielt"
,,was,"begründete"
,,was,"ermittelte"
,,was,"rechtfertigte"
,,was,"hatte"
,,was,"erfolgte"
,,was,"musste"
,,by,"durch"
,,by,"vom"
,,by,"vor"
,,by,"mit"
,,by,"aus"
,,by,"in"
,,by,"als"
,,by,"und"
,,by,"indem"
,,by,"von"
,,auguste,"vielen"
,,auguste,"aguste"
,,auguste,"auguste"
,,auguste,"august"
,,comte,"graf"
,,comte,"baron"
,,comte,"comte"
,,coined,"eingeführt"
,,coined,"abgeleitet"
,,coined,"und"
,,coined,"erfunden"
,,coined,"prägte"
,,coined,"geprägt"
,,from,"entstehenden"
,,from,"weil"
,,from,"da"
,,from,"über"
,,from,"unter"
,,from,"es"
,,from,"setzt"
,,from,"von"
,,from,"der"
,,from,"auf"
,,from,"folge"
,,from,"durch"
,,from,"er"
,,from,"abgeleitet"
,,from,"ergeben"
,,from,"wegen"
,,from,"darunter"
,,from,"hervorgehende"
,,from,"in"
,,from,"als"
,,from,"entstehende"
,,from,"ableitet"
,,from,"und"
,,from,"dass"
,,from,"grund"
,,from,"vor"
,,from,"geht"
,,from,"bei"
,,from,"stammende"
,,from,"die"
,,from,"zurück"
,,from,"wurde"
,,from,"leitet"
,,from,"sich"
,,from,"zusammen"
,,from,"zwar"
,,from,"entstehen"
,,from,"hervorgerufenen"
,,from,"vom"
,,from,"aufgrund"
,,from,"aus"
,,from,"ab"
,,latin,"latein"
,,latin,"lateinischen"
,,latin,"lateinisch"
,,latin,"lateinamerika"
,,socius,"socius"
,,companion,"begleiter"
,,companion,"kamerad"
,,companion,"gefährtin"
,,companion,"begleiterin"
,,companion,"gefährte"
,,associate,"genosse"
,,associate,"kollege"
,,associate,"kamerad"
,,associate,"partner"
,,associate,"mitarbeiter"
,,associate,"geschäftspartner"
,,associate,"associate"
,,associate,"gefährte"
,,greek,"griechische"
,,greek,"griechisch"
,,greek,"griechischen"
,,logia,"logia"
,,logia,"logien"
,,logia,"logos"
,,logia,"logie"
,,speech,"ansprache"
,,speech,"sprache"
,,speech,"wort"
,,speech,"rede"
,,families,"familie"
,,families,"gründerfamilien"
,,families,"anstieg"
,,families,"familien"
,,hit,"stark"
,,hit,"bestürzt"
,,hit,"treffen"
,,hit,"schwer"
,,hit,"konfrontiert"
,,hit,"geschlagen"
,,hit,"besonders"
,,hit,"getroffen"
,,hit,"werden"
,,hit,"sind"
,,hit,"schlagen"
,,hit,"leiden"
,,hit,"betroffen"
,,hit,"kämpfen"
,,with,"des"
,,with,"mit"
,,with,"ohne"
,,with,"zwischen"
,,with,"bei"
,,with,"über"
,,with,"gegenüber"
,,with,"unter"
,,with,"zusammen"
,,with,"für"
,,with,"von"
,,with,"deswegen"
,,with,"auf"
,,with,"durch"
,,with,"vom"
,,with,"wegen"
,,with,"zu"
,,with,"zur"
,,with,"neben"
,,with,"den"
,,with,"dass"
,,increase,"steigerung"
,,increase,"steigern"
,,increase,"erhöhung"
,,increase,"dem"
,,increase,"anstieg"
,,increase,"erhöhen"
,,increase,"familien"
,,increase,"aufwärtstrend"
,,increase,"gestiegene"
,,increase,"sich"
,,increase,"steigen"
,,increase,"ansteigen"
,,increase,"erhöht"
,,increase,"der"
,,british,"briten"
,,british,"großbritannien"
,,british,"britische"
,,british,"britischen"
,,british,"england"
,,british,"in"
,,an,"eine"
,,an,"ein"
,,an,"n"
,,an,"einen"
,,an,"pro"
,,an,"einer"
,,an,"einem"
,,extra,"vorne"
,,extra,"extra"
,,extra,"betrag"
,,extra,"nach"
,,extra,"überschüssige"
,,extra,"besonders"
,,extra,"zusätzlich"
,,extra,"zusätzlichen"
,,extra,"zusätzliche"
,,extra,"belastung"
,,extra,"von"
,,extra,"mehr"
,,year,"jahr"
,,year,"jahres"
,,year,"jährlich"
,,year,"jahren"
,,year,"jahre"
,,as,"sowieso"
,,as,"möglichst"
,,as,"weil"
,,as,"da"
,,as,"so"
,,as,"wie"
,,as,"haben"
,,as,"um"
,,as,"mitunter"
,,as,"denn"
,,as,"nachdem"
,,as,"schon"
,,as,"als"
,,as,"während"
,,as,"ebenso"
,,as,"sowie"
,,prices,"energiepreise"
,,prices,"strompreise"
,,prices,"preise"
,,prices,"benzinpreise"
,,prices,"die"
,,prices,"benzinpreisen"
,,prices,"diese"
,,prices,"preisen"
,,prices,"preis"
,,prices,"den"
,,prices,"treibstoffpreise"
,,prices,"für"
,,food,"nahrungsmittel"
,,food,"lebenmitteln"
,,food,"lebensmittel"
,,food,"nahrungsmittelkosten"
,,food,"essen"
,,food,"die"
,,food,"lebensmittelvorräte"
,,food,"lebensmittelpreisen"
,,food,"den"
,,food,"lebensmitteln"
,,food,"verpflegung"
,,food,"essensvorräte"
,,food,"nahrungsvorkommen"
,,food,"nahrung"
,,fuel,"kraftstoff"
,,fuel,"steigenden"
,,fuel,"benzin"
,,fuel,"bezin"
,,fuel,"benzinpreisen"
,,fuel,"preisen"
,,fuel,"treibstoff"
,,fuel,"sprit"
,,fuel,"den"
,,fuel,"treibstoffpreise"
,,fuel,"für"
,,years,"jahr"
,,years,"lang"
,,years,"letzten"
,,years,"jahren"
,,years,"jahrelang"
,,years,"den"
,,years,"jahre"
,,soar,"aufsteigen"
,,soar,"angestiegen"
,,soar,"schweben"
,,soar,"die"
,,soar,"in"
,,soar,"höhe"
,,soar,"gestiegen"
,,soar,"gestiegene"
,,soar,"steigen"
,,soar,"sind"
,,soar,"ansteigen"
,,soar,"erreicht"
,,soar,"schießen"
,,soar,"haben"
,,past,"vergangenem"
,,past,"vergangenen"
,,past,"vergangen"
,,past,"letzten"
,,past,"vergangenheit"
,,past,"vorbei"
,,have,"medizinischen"
,,have,"notwendig"
,,have,"aufzuweisen"
,,have,"verbringen"
,,have,"erkundeten"
,,have,"sichern"
,,have,"besitzen"
,,have,"muss"
,,have,"hast"
,,have,"auf"
,,have,"haben"
,,have,"hatten"
,,have,"setzen"
,,have,"abmühen"
,,have,"zu"
,,have,"sind"
,,have,"gibt"
,,have,"neigen"
,,have,"nötig"
,,have,"hat"
,,have,"die"
,,have,"wurde"
,,have,"machen"
,,have,"hätte"
,,have,"weisen"
,,have,"mussten"
,,have,"führen"
,,have,"müssen"
,,have,"hätten"
,,have,"bekommen"
,,have,"unterhalten"
,,have,"verfügen"
,,have,"aufweisen"
,,have,"habe"
,,at,"an"
,,at,"mindestens"
,,at,"mit"
,,at,"darin"
,,at,"mindestes"
,,at,"am"
,,at,"bei"
,,at,"zu"
,,at,"familien"
,,at,"um"
,,at,"in"
,,at,"im"
,,at,"auf"
,,alarming,"alamierenden"
,,alarming,"alarmierender"
,,alarming,"alarmierend"
,,alarming,"alamierender"
,,alarming,"alarmierende"
,,alarming,"alarmierenden"
,,alarming,"beunruhigendes"
,,alarming,"alarmierendes"
,,climbed,"gestiegen"
,,climbed,"stieg"
,,climbed,"angestiegen"
,,climbed,"angelangt"
,,climbed,"geklettert"
,,climbed,"kletterte"
,,analysts,"analytiker"
,,analysts,"analysen"
,,analysts,"analysten"
,,analysts,"experten"
,,analysts,"finanzexperten"
,,analysts,"prüfer"
,,warned,"warnte"
,,warned,"warnen"
