,Concept_ID,en,nl
886,sterben::V,die,overlijden
887,umkommen::V,perish,omkomen
888,sich bewegen::V,move,zich bewegen
889,sich rühren::V,budge,zich verroeren
890,sich erheben::V,stand up,oprijzen
891,sich erheben::V,stand up,verrijzen
892,sich setzen::V,sit down,gaan zitten
893,hinfallen::V,tumble,vallen
894,hinfallen::V,tumble,neervallen
895,laufen::V,walk,lopen
896,schreiten::V,pace,stappen
897,schreiten::V,pace,schrijden
898,spazierengehen::V,go for a walk,gaan wandelen
899,eilen::V,rush,ijlen
900,eilen::V,rush,haasten
901,sich beeilen::V,hurry,zich haasten
902,sausen::V,dash,stuiven
903,rennen::V,run,rennen
904,springen::V,jump,springen
905,klettern::V,climb,klimmen
906,klettern::V,climb,klauteren
907,schaukeln::V,seesaw,schommelen
908,kriechen::V,creep,kruipen
909,schwimmen::V,swim,zwemmen
910,tauchen::V,dive,duiken
911,rudern::V,row,roeien
912,fahren::V,drive,rijden
913,fliegen::V,fly,vliegen
914,gehen::V,go,gaan
915,weggehen::V,go away,weggaan
916,abfahren::V,depart,vertrekken
917,anhalten::V,stop,stoppen
918,anhalten::V,stop,stilhouden
919,hineingehen::V,go in,ingaan
920,hineingehen::V,go in,binnengaan
921,eintreten::V,enter,binnenkomen
922,kommen::V,come,komen
923,ankommen::V,arrive,aankomen
924,zurückkommen::V,come back,terugkomen
925,bleiben::V,stay,blijven
926,warten::V,wait,wachten
927,erwarten::V,wait for,verwachten
928,suchen::V,seek,zoeken
929,suchen::V,look for,zoeken
930,finden::V,find,vinden
931,versuchen::V,try,proberen
932,versuchen::V,try,beproeven
933,vorbereiten::V,prepare,voorbereiden
934,lieben::V,love,houden van
935,mögen::V,like,lusten
936,mögen::V,like,houden van
937,lachen::V,laugh,lachen
938,rühren::V,move,roeren
939,weinen::V,weep,huilen
940,weinen::V,weep,schreien
941,schimpfen::V,grumble,kijven
942,schimpfen::V,grumble,schelden
943,sich ärgern::V,be annoyed,zich ergeren
944,sich fürchten::V,be afraid,bang zijn
945,fürchten::V,be afraid of,vrezen
946,fliehen::V,flee,vluchten
947,flüchten::V,escape,ontsnappen
948,flüchten::V,escape,ontkomen
949,sehen::V,see,zien
950,anschauen::V,look at,aankijken
951,ansehen::V,watch,aanzien
952,ansehen::V,watch,bekijken
953,hören::V,hear,horen
954,zuhören::V,listen,luisteren
955,probieren::V,taste,proeven
956,riechen::V,smell,ruiken
957,fühlen::V,feel,voelen
958,scheinen::V,seem,lijken
959,zu sehen sein::V,show,te zien zijn
960,vernehmen::V,hear,vernemen
961,frieren::V,be cold,het koud hebben
962,tun::V,do,doen
963,können::V,can,kunnen
964,wollen::V,want,willen
965,anfangen::V,start,beginnen
966,anfangen::V,start,aanvangen
967,beenden::V,finish,beëindigen
968,aufhören::V,stop,ophouden
969,gelingen::V,succeed,lukken
970,gelingen::V,succeed,gelukken
971,geraten::V,turn out,uitvallen
972,öffnen::V,open,openen
973,öffnen::V,open,opendoen
974,schließen::V,close,sluiten
975,schließen::V,close,dichtdoen
976,stellen::V,put,stellen
977,stellen::V,put,plaatsen
978,setzen::V,place,zetten
979,setzen::V,place,plaatsen
980,legen::V,lay,leggen
981,berühren::V,touch,aanraken
982,verbinden::V,connect,verbinden
983,bedecken::V,cover,bedekken
984,aufhängen::V,hang up,ophangen
985,anzünden::V,light,aansteken
986,aufheben::V,pick up,oprapen
987,zurücklassen::V,leave,achterlaten
988,verlieren::V,lose,verliezen
989,fallen lassen::V,drop,laten vallen
990,machen::V,make,maken
991,herstellen::V,produce,produceren
992,herstellen::V,produce,voortbrengen
993,bauen::V,build,bouwen
994,reparieren::V,mend,repareren
995,reparieren::V,mend,herstellen
996,verbessern::V,improve,verbeteren
997,ändern::V,alter,wijzigen
998,ändern::V,alter,veranderen
999,graben::V,dig,graven
1000,beugen::V,bow,buigen
1001,biegen::V,bend,buigen
1002,drehen::V,spin,draaien
1003,wenden::V,turn,keren
1004,wenden::V,turn,wenden
1005,umdrehen::V,turn around,omdraaien
1006,heben::V,raise,heffen
1007,heben::V,raise,optillen
1008,hochheben::V,lift,tillen
1009,ergreifen::V,seize,pakken
1010,ergreifen::V,seize,grijpen
1011,halten::V,hold,houden
1012,drücken::V,press,drukken
1013,schieben::V,push,duwen
1014,schieben::V,push,schuiven
1015,kratzen::V,scrape,krassen
1016,lecken::V,lick,likken
1017,beißen::V,bite,bijten
1018,abreißen::V,tear off,afrukken
1019,abreißen::V,tear off,afscheuren
1020,abschneiden::V,cut off,afsnijden
1021,binden::V,tie,binden
1022,stecken::V,stick,steken
1023,brechen::V,break,breken
1024,klopfen::V,knock,kloppen
1025,hauen::V,hit,houwen
1026,kleben::V,glue,plakken
1027,reiben::V,rub,wrijven
1028,streichen::V,spread,smeren
1029,schleifen::V,grind,slijpen
1030,schneiden::V,cut,snijden
1031,rütteln::V,jolt,schudden
1032,schütteln::V,shake,schudden
1033,schwenken::V,swing,wuiven
1034,schwenken::V,swing,zwaaien
1035,schütten::V,pour,gieten
1036,schütten::V,pour,storten
1037,füllen::V,fill,vullen
1038,einwickeln::V,wrap,inwikkelen
1039,tragen::V,carry,dragen
1040,schleppen::V,drag,slepen
1041,ziehen::V,pull,trekken
1042,aufbewahren::V,keep,bewaren
1043,werfen::V,throw,gooien
1044,fangen::V,catch,vangen
1045,packen::V,grab,pakken
1046,packen::V,grab,vastpakken
1047,verstecken::V,hide,verstoppen
1048,teilen::V,divide,delen
1049,schicken::V,send,sturen
1050,bringen::V,bring,brengen
1051,hinzufügen::V,add,toevoegen
1052,bekommen::V,get,verkrijgen
1053,erhalten::V,receive,krijgen
1054,nehmen::V,take,nemen
1055,wählen::V,choose,kiezen
1056,wählen::V,choose,verkiezen
1057,auswählen::V,select,uitkiezen
1058,bewahren::V,preserve,bewaren
1059,behindern::V,hinder,hinderen
1060,verderben::V,spoil,bederven
1061,beschädigen::V,damage,beschadigen
1062,zerbrechen::V,break,breken
1063,zerbrechen::V,break,stukbreken
1064,zerreißen::V,tear,scheuren
1065,zerreißen::V,tear,verscheuren
1066,zerstören::V,destroy,vernielen
1067,verbrennen::V,burn,branden
1068,verbrennen::V,burn,verbranden
1069,geben::V,give,geven
1070,reichen::V,hand,reiken
1071,reichen::V,hand,aanreiken
1072,schenken::V,give,schenken
1073,versprechen::V,promise,beloven
1074,wünschen::V,wish,wensen
1075,loben::V,praise,loven
1076,loben::V,praise,prijzen
1077,küssen::V,kiss,kussen
1078,wiegen::V,rock,wiegen
1079,zudecken::V,cover,toedekken
1080,wecken::V,wake,wekken
1081,zeigen::V,show,tonen
1082,zeigen::V,show,wijzen
1083,führen::V,guide,voeren
1084,lehren::V,teach,leren
1085,unterrichten::V,instruct,onderwijzen
1086,aufziehen::V,bring up,grootbrengen
1087,leiten::V,lead,leiden
1088,antreiben::V,urge,aandrijven
1089,lassen::V,let,laten
1090,einladen::V,invite,uitnodigen
1091,vereinigen::V,unite,verenigen
1092,besuchen::V,visit,bezoeken
1093,treffen::V,meet,treffen
1094,treffen::V,meet,ontmoeten
1095,sich versammeln::V,assemble,zich verzamelen
1096,spielen::V,play,spelen
1097,singen::V,sing,zingen
1098,tanzen::V,dance,dansen
1099,sich trennen::V,separate,van elkaar gaan
1100,verlassen::V,leave,verlaten
1101,retten::V,rescue,redden
1102,bewachen::V,guard,bewaken
1103,schützen::V,protect,beschermen
1104,verteidigen::V,defend,verdedigen
1105,sich schlagen::V,brawl,knokken
1106,schießen::V,shoot,schieten
1107,siegen::V,win,overwinnen
1108,ärgern::V,annoy,ergeren
1109,schlagen::V,beat,slaan
1110,treten::V,kick,trappen
1111,treten::V,kick,schoppen
1112,stechen::V,sting,steken
1113,stechen::V,sting,prikken
1114,stoßen::V,shove,stoten
1115,stehlen::V,steal,stelen
1116,stören::V,disturb,storen
1117,stören::V,disturb,verstoren
1118,belästigen::V,bother,lastig vallen
1119,verbergen::V,conceal,verbergen
1120,täuschen::V,deceive,misleiden
1121,betrügen::V,cheat,bedriegen
1122,töten::V,kill,doden
1123,wohnen::V,dwell,wonen
1124,arbeiten::V,work,werken
1125,sammeln::V,gather,inzamelen
1126,sammeln::V,gather,verzamelen
1127,pflücken::V,pick,plukken
1128,jagen::V,hunt,jagen
1129,fischen::V,fish,vissen
1130,fassen::V,catch,vangen
1131,hüten::V,herd,hoeden
1132,treiben::V,drive,drijven
1133,anbinden::V,tie up,vastbinden
1134,füttern::V,feed,voeren
1135,melken::V,milk,melken
1136,hacken::V,chop,hakken
1137,gießen::V,water,gieten
1138,reifen::V,ripen,rijpen
1139,zubereiten::V,cook,klaarmaken
1140,zubereiten::V,cook,toebereiden
1141,kochen::V,boil,koken
1142,backen::V,bake,bakken
1143,braten::V,fry,braden
1144,umrühren::V,stir,omroeren
1145,stricken::V,knit,breien
1146,nähen::V,sew,naaien
1147,färben::V,dye,verven
1148,färben::V,dye,kleuren
1149,reinigen::V,clean,reinigen
1150,waschen::V,wash,wassen
1151,abwischen::V,wipe,afvegen
1152,spülen::V,rinse,spoelen
1153,spülen::V,rinse,afwassen
1154,fegen::V,sweep,vegen
1155,kehren::V,sweep,vegen
1156,baden::V,bath,baden
1157,sich waschen::V,wash,zich wassen
1158,ausziehen::V,take off,uittrekken
1159,anziehen::V,put on,aantrekken
1160,sich anziehen::V,get dressed,zich aankleden
1161,kämmen::V,comb,kammen
1162,schmücken::V,decorate,tooien
1163,sagen::V,say,zeggen
1164,sprechen::V,speak,spreken
1165,reden::V,talk,praten
1166,sich unterhalten::V,chat,zich onderhouden
1167,fragen::V,ask,vragen
1168,bitten::V,request,vragen
1169,bitten::V,request,verzoeken
1170,erzählen::V,tell,vertellen
1171,mitteilen::V,convey,meedelen
1172,nennen::V,name,noemen
1173,rufen::V,call,roepen
1174,prahlen::V,brag,pralen
1175,übersetzen::V,translate,vertalen
1176,denken::V,think,denken
1177,glauben::V,believe,geloven
1178,bemerken::V,notice,bemerken
1179,erkennen::V,recognize,herkennen
1180,begreifen::V,grasp,begrijpen
1181,verstehen::V,understand,verstaan
1182,lernen::V,learn,leren
1183,wissen::V,know,weten
1184,sich erinnern an::V,remember,zich herinneren aan
1185,vergessen::V,forget,vergeten
1186,messen::V,measure,meten
1187,zählen::V,count,tellen
1188,rechnen::V,calculate,rekenen
1189,lesen::V,read,lezen
1190,malen::V,paint,schilderen
1191,zeichnen::V,draw,tekenen
1192,schreiben::V,write,schrijven
1193,besitzen::V,own,bezitten
1194,kaufen::V,buy,kopen
1195,verkaufen::V,sell,verkopen
1196,bezahlen::V,pay for,betalen
1197,zahlen::V,pay,betalen
1198,beherrschen::V,rule,beheersen
1199,ertragen::V,endure,verdragen
,,attention,"aandacht"
,,attention,"attentie"
,,arrival,"aankomst"
,,arrival,"komst"
,,entry,"entree"
,,entry,"ingang"
,,entry,"aanmelding"
,,proposal,"voorstel"
,,proposal,"aanzoek"
,,ape,"aap"
,,monkey,"aap"
,,nature,"natuur"
,,nature,"aard"
,,potato,"aardappel"
,,strawberry,"aardbei"
,,earth,"aarde"
,,soil,"aarde"
,,soil,"grond"
,,nice,"aardig"
,,nice,"leuk"
,,trunk,"achterbak"
,,trunk,"romp"
,,trunk,"stam"
,,trunk,"boomstronk"
,,trunk,"kofferbak"
,,action,"actie"
,,eagle,"adelaar"
,,eagle,"arend"
,,dislike,"afkeer"
,,distance,"afstand"
,,rubbish,"afval"
,,trash,"troep"
,,trash,"afval"
,,trash,"vuil"
,,trash,"vuilnis"
,,waste,"afval"
,,apple,"appel"
,,author,"auteur"
,,author,"schrijver"
,,writer,"auteur"
,,car,"auto"
,,bath,"bad"
,,baker,"bakker"
,,bakery,"bakker"
,,ball,"gala"
,,ball,"bal"
,,dance,"dansen"
,,dance,"bal"
,,dance,"dans"
,,crook,"dief"
,,crook,"bandiet"
,,crook,"misdadiger"
,,crook,"crimineel"
,,crook,"bedrieger"
,,crook,"oplichter"
,,bank,"bank"
,,bench,"bankje"
,,bench,"bank"
,,couch,"bank"
,,base,"basis"
,,basic,"basis"
,,basis,"basis"
,,meaning,"bedoeling"
,,meaning,"mening"
,,meaning,"betekenis"
,,threat,"bedreiging"
,,threat,"dreiging"
,,threat,"dreigement"
,,betrayal,"bedrieging"
,,betrayal,"bedrog"
,,betrayal,"verraad"
,,insight,"inzicht"
,,insight,"beeld"
,,leg,"been"
,,funeral,"begrafenis"
,,confession,"bekentenis"
,,confession,"biecht"
,,interest,"rente"
,,interest,"interesse"
,,interest,"belangstelling"
,,promise,"belofte"
,,necessity,"benodigdheid"
,,necessity,"noodzakelijkheid"
,,necessity,"noodzaak"
,,gas,"gas"
,,gas,"benzine"
,,mountain,"berg"
,,message,"bericht"
,,message,"boodschap"
,,fame,"beroemd"
,,fame,"roem"
,,protection,"bescherming"
,,description,"beschrijving"
,,decision,"besluit"
,,decision,"beslissing"
,,order,"order"
,,order,"bevel"
,,order,"bestelling"
,,order,"volgorde"
,,command,"bevel"
,,evidence,"bewijs"
,,proof,"bewijs"
,,prove,"bewijs"
,,possession,"bezit"
,,property,"domein"
,,property,"bezit"
,,ale,"bier"
,,beer,"bier"
,,at,"bij"
,,bee,"bij"
,,with,"bij"
,,bible,"bijbel"
,,meeting,"bijeenkomst"
,,meeting,"vergadering"
,,meeting,"ontmoeting"
,,blame,"blaam"
,,blame,"schuld"
,,sheet,"papier"
,,sheet,"sheet"
,,sheet,"laken"
,,sheet,"vel"
,,sheet,"blad"
,,fair,"bleek"
,,fair,"mooi"
,,fair,"eerlijk"
,,lightning,"bliksem"
,,blind,"blind"
,,flower,"bloem"
,,block,"blokkade"
,,block,"blok"
,,square,"blok"
,,bid,"bod"
,,offer,"bod"
,,offer,"offer"
,,book,"boek"
,,farmer,"boer"
,,farm,"boerderij"
,,bosom,"boezem"
,,breast,"boezem"
,,breast,"borst"
,,fur,"bont"
,,fur,"vacht"
,,errand,"boodschap"
,,tree,"boom"
,,anger,"boosheid"
,,anger,"kwaadheid"
,,anger,"woede"
,,anger,"kwaad"
,,boat,"boot"
,,ship,"boot"
,,chest,"borstkas"
,,chest,"kast"
,,chest,"borst"
,,forest,"woud"
,,forest,"bos"
,,wood,"hout"
,,wood,"woud"
,,wood,"bos"
,,blunt,"bot"
,,bone,"bot"
,,rude,"bot"
,,pants,"broek"
,,pants,"onderbroek"
,,trousers,"broek"
,,brother,"broer"
,,bread,"brood"
,,bride,"bruid"
,,desk,"tafel"
,,desk,"bureau"
,,gift,"cadeau"
,,gift,"geschenk"
,,gift,"kado"
,,gift,"gift"
,,cape,"cape"
,,cloak,"overjas"
,,cloak,"cape"
,,circle,"cirkel"
,,circle,"rondje"
,,circle,"cyclus"
,,cycle,"cirkel"
,,cycle,"fiets"
,,cycle,"cyclus"
,,lemon,"citroen"
,,creation,"schepping"
,,creation,"creatie"
,,crude,"wreed"
,,crude,"gemeen"
,,crude,"cru"
,,crude,"ruw"
,,crude,"elementair"
,,culture,"cultuur"
,,deed,"daad"
,,day,"dag"
,,dawn,"ochtend"
,,dawn,"dageraad"
,,dawn,"schemering"
,,dawn,"zonsopkomst"
,,dawn,"ochtendschemer"
,,dawn,"zonsopgang"
,,roof,"dak"
,,decline,"daling"
,,descent,"daling"
,,fall,"herfst"
,,fall,"daling"
,,dame,"dame"
,,dame,"vrouw"
,,lady,"dame"
,,lady,"vrouw"
,,bold,"moedig"
,,bold,"dapper"
,,brave,"dapper"
,,bowel,"darm"
,,date,"datum"
,,part,"verdelen"
,,part,"deel"
,,blanket,"deken"
,,pine,"den"
,,pine,"wegkwijnen"
,,virtue,"deugd"
,,virtue,"eigenschap"
,,thief,"dief"
,,maid,"dienstmeisje"
,,maid,"meid"
,,maid,"huishoudhulp"
,,maid,"werkster"
,,vet,"dierenarts"
,,veterinarian,"dierenarts"
,,thigh,"dij"
,,thing,"ding"
,,direction,"richting"
,,direction,"directie"
,,daughter,"dochter"
,,doctor,"dokter"
,,domain,"veld"
,,domain,"domein"
,,box,"doos"
,,village,"dorpje"
,,village,"dorp"
,,thread,"draad"
,,thread,"draadje"
,,wire,"draad"
,,wire,"snoer"
,,triangle,"triangel"
,,triangle,"driehoek"
,,grape,"druif"
,,crowd,"publiek"
,,crowd,"menigte"
,,crowd,"drukte"
,,dove,"duif"
,,pigeon,"duif"
,,thumb,"duim"
,,slim,"dun"
,,thin,"dun"
,,compulsion,"dwang"
,,pressure,"dwang"
,,oath,"ede"
,,oath,"eed"
,,noble,"edel"
,,noble,"nobel"
,,education,"opleiding"
,,education,"educatie"
,,education,"onderwijs"
,,duck,"eend"
,,measure,"eenheid"
,,unity,"eenheid"
,,simplicity,"simpelheid"
,,simplicity,"eenvoudig"
,,simplicity,"eenvoud"
,,simplicity,"eenvoudigheid"
,,single,"eenvoud"
,,honor,"eerbied"
,,respect,"eerbied"
,,respect,"respect"
,,honest,"eerlijk"
,,honesty,"eerlijkheid"
,,century,"eeuw"
,,owner,"eigenaar"
,,end,"eind"
,,end,"einde"
,,demand,"vraag"
,,demand,"eis"
,,elbow,"elleboog"
,,gigantic,"enorm"
,,huge,"groot"
,,huge,"enorm"
,,huge,"gigantisch"
,,tremendous,"enorm"
,,heritage,"erfenis"
,,inheritance,"erfenis"
,,experience,"ervaring"
,,pea,"erwt"
,,event,"gebeurtenis"
,,event,"evenement"
,,mill,"molen"
,,mill,"fabriek"
,,torch,"fakkel"
,,torch,"toorts"
,,bicycle,"fiets"
,,bike,"fiets"
,,figure,"figuur"
,,film,"film"
,,movie,"film"
,,bottle,"fles"
,,form,"formulier"
,,form,"vorm"
,,fruit,"fruit"
,,alley,"steeg"
,,alley,"gangetje"
,,alley,"steegje"
,,chap,"vriend"
,,chap,"kerel"
,,chap,"gast"
,,gap,"opening"
,,gap,"kloof"
,,gap,"gat"
,,lawn,"grasveld"
,,lawn,"gazon"
,,happening,"gebeurtenis"
,,deficiency,"gebrek"
,,flaw,"gebrek"
,,lack,"gebrek"
,,lack,"tekort"
,,utensil,"werktuig"
,,utensil,"gebruiksvoorwerp"
,,thought,"gedachte"
,,patience,"geduld"
,,memory,"herinnering"
,,memory,"geheugen"
,,money,"geld"
,,occasion,"gelegenheid"
,,opportunity,"gelegenheid"
,,opportunity,"mogelijkheid"
,,opportunity,"kans"
,,believe,"geloof"
,,faith,"vertrouwen"
,,faith,"geloof"
,,religion,"geloof"
,,noise,"lawaai"
,,noise,"geluid"
,,happiness,"geluk"
,,happiness,"vreugde"
,,luck,"geluk"
,,ease,"gemak"
,,cruel,"wreed"
,,cruel,"gemeen"
,,mercy,"genade"
,,mercy,"medelijden"
,,pardon,"genade"
,,rumour,"gerucht"
,,smell,"ruiken"
,,smell,"geur"
,,smell,"reuk"
,,danger,"gevaar"
,,case,"geval"
,,case,"zaak"
,,jail,"gevangenis"
,,prison,"gevangenis"
,,feeling,"gevoel"
,,gun,"pistool"
,,gun,"geweer"
,,rifle,"geweer"
,,conscience,"geweten"
,,face,"gezicht"
,,health,"gezondheid"
,,guitar,"gitaar"
,,golf,"golf"
,,wave,"golf"
,,gold,"goud"
,,duke,"graaf"
,,duke,"hertog"
,,corn,"mais"
,,corn,"koren"
,,corn,"graan"
,,joke,"grap"
,,joke,"grapje"
,,funny,"grappig"
,,funny,"leuk"
,,flu,"verkoudheid"
,,flu,"griep"
,,greengrocer,"groenteman"
,,greengrocer,"groenteboer"
,,floor,"grond"
,,ground,"grond"
,,principle,"grondbeginsel"
,,principle,"principe"
,,tall,"groot"
,,tall,"lang"
,,size,"maat"
,,size,"grootte"
,,cave,"grot"
,,cave,"hol"
,,giant,"reus"
,,giant,"grots"
,,favour,"voorkeur"
,,favour,"gunst"
,,favour,"vordeel"
,,shark,"haai"
,,hair,"haar"
,,throat,"keel"
,,throat,"strot"
,,throat,"hals"
,,hand,"hand"
,,towel,"handdoek"
,,trade,"ruilen"
,,trade,"ruilhandel"
,,trade,"ruil"
,,trade,"handel"
,,glove,"want"
,,glove,"handschoen"
,,autograph,"handtekening"
,,signature,"handtekening"
,,tough,"hard"
,,tough,"taai"
,,tough,"zwaar"
,,tough,"stoer"
,,cruelty,"ruwheid"
,,cruelty,"hardheid"
,,cruelty,"wreedheid"
,,heart,"hart"
,,passion,"hartstocht"
,,passion,"passie"
,,haven,"toevluchtsoord"
,,haven,"haven"
,,oat,"haver"
,,gentleman,"heer"
,,gentleman,"meneer"
,,sir,"heer"
,,hedge,"heg"
,,heathen,"heiden"
,,pagan,"heiden"
,,holy,"heilig"
,,sacred,"heilig"
,,hell,"hel"
,,hero,"held"
,,sky,"hemel"
,,sky,"lucht"
,,autumn,"herfst"
,,recovery,"herstellen"
,,recovery,"herstel"
,,heat,"warmte"
,,heat,"hitte"
,,cap,"hoed"
,,hat,"hoed"
,,angle,"hoek"
,,corner,"hoek"
,,hollow,"hol"
,,dog,"hond"
,,honey,"honing"
,,head,"hoofd"
,,master,"hoofd"
,,master,"meester"
,,height,"hoogte"
,,watch,"wachter"
,,watch,"horloge"
,,watch,"kijken"
,,watch,"kijkt"
,,skin,"huid"
,,current,"stroom"
,,current,"huidig"
,,current,"recent"
,,current,"stroming"
,,house,"huis"
,,renter,"huurder"
,,tenant,"huurder"
,,iron,"ijzer"
,,iron,"strijken"
,,impression,"indruk"
,,impression,"impressie"
,,influence,"invloed"
,,influence,"influentie"
,,information,"informatie"
,,entrance,"ingang"
,,content,"inhoud"
,,contents,"inhoud"
,,volume,"inhoud"
,,ink,"inkt"
,,insect,"insekt"
,,citizen,"inwoner"
,,inhabitant,"inwoner"
,,resident,"inwoner"
,,understanding,"inzicht"
,,year,"jaar"
,,pity,"zonde"
,,pity,"meelij"
,,pity,"jammer"
,,pity,"medelijden"
,,dress,"japon"
,,dress,"jurk"
,,gown,"japon"
,,gown,"jurk"
,,coat,"jas"
,,jacket,"jas"
,,youth,"jeugd"
,,boy,"jongen"
,,lad,"jongen"
,,lad,"kerel"
,,lad,"knul"
,,jaw,"kaak"
,,candle,"kaars"
,,map,"plattegrond"
,,map,"landkaart"
,,map,"kaart"
,,card,"kaartje"
,,postcard,"kaartje"
,,tag,"kaartje"
,,ticket,"kaartje"
,,ticket,"ticket"
,,ticket,"plaatsbewijs"
,,calf,"kalf"
,,calf,"kuit"
,,room,"kamer"
,,chance,"mogelijkheid"
,,chance,"wisseling"
,,chance,"kans"
,,office,"kantoor"
,,captain,"kapitein"
,,cat,"kat"
,,cotton,"katoen"
,,dude,"kerel"
,,fellow,"kerel"
,,guy,"kerel"
,,chain,"ketting"
,,chain,"keten"
,,string,"keten"
,,kitchen,"keuken"
,,choice,"keus"
,,choice,"keuze"
,,frog,"kikker"
,,chin,"kin"
,,complaint,"klacht"
,,colour,"kleur"
,,climate,"klimaat"
,,clock,"klok"
,,canyon,"kloof"
,,gorge,"kloof"
,,garlic,"knoflook"
,,cow,"koe"
,,coffee,"koffie"
,,bullet,"kogel"
,,rabbit,"konijn"
,,king,"koning"
,,queen,"koningin"
,,cage,"kooi"
,,fever,"koorts"
,,costume,"kostuum"
,,suit,"kostuum"
,,suit,"pak"
,,faucet,"kraan"
,,tap,"tap"
,,tap,"kraan"
,,force,"kracht"
,,power,"macht"
,,power,"kracht"
,,strength,"sterkte"
,,strength,"kracht"
,,newspaper,"krant"
,,paper,"krant"
,,criticism,"kritiek"
,,crown,"kroon"
,,herb,"kruid"
,,art,"kunst"
,,pillow,"kussen"
,,quality,"kwaliteit"
,,boot,"schoen"
,,boot,"laars"
,,coward,"schijterd"
,,coward,"lafaard"
,,lamb,"lam"
,,lamb,"lammetje"
,,country,"land"
,,land,"land"
,,long,"lang"
,,age,"leeftijd"
,,loan,"lening"
,,loan,"leen"
,,lion,"leeuw"
,,army,"leger"
,,leader,"leider"
,,lens,"lens"
,,spoon,"lepel"
,,lesson,"les"
,,lie,"leugen"
,,body,"lijf"
,,body,"lichaam"
,,song,"lied"
,,song,"liedje"
,,scar,"litteken"
,,payment,"loon"
,,salary,"loon"
,,wage,"loon"
,,wage,"salaris"
,,wages,"loon"
,,fate,"lot"
,,fate,"noodlot"
,,air,"lucht"
,,stomach,"maag"
,,moon,"maan"
,,manner,"manier"
,,mode,"modus"
,,mode,"manier"
,,mode,"mode"
,,mode,"stand"
,,way,"manier"
,,mask,"masker"
,,mast,"mast"
,,medal,"medaille"
,,majority,"meerderheid"
,,chick,"meid"
,,girl,"meisje"
,,girl,"meid"
,,opinion,"opinie"
,,opinion,"mening"
,,people,"volk"
,,people,"mensen"
,,knife,"mes"
,,metal,"metaal"
,,method,"methode"
,,middle,"midden"
,,middle,"middelpunt"
,,middle,"middelste"
,,ant,"mier"
,,mile,"mijl"
,,abuse,"misbruik"
,,crime,"misdaad"
,,failure,"mislukking"
,,fog,"mist"
,,mist,"mist"
,,mud,"modder"
,,fashion,"mode"
,,mother,"moeder"
,,possibility,"mogelijkheid"
,,windmill,"molen"
,,mouth,"mond"
,,monk,"monnik"
,,murderer,"moordenaar"
,,motive,"motief"
,,sleeve,"mouw"
,,mule,"muildier"
,,mouse,"muis"
,,coin,"muntje"
,,coin,"munt"
,,wall,"wand"
,,wall,"muur"
,,music,"muziek"
,,needle,"naald"
,,name,"naam"
,,night,"nacht"
,,disadvantage,"nadeel"
,,wet,"nat"
,,defeat,"verslagen"
,,defeat,"nederlaag"
,,defeat,"verlies"
,,negro,"neger"
,,neck,"nek"
,,nose,"neus"
,,nonsense,"onzin"
,,nonsense,"nonsens"
,,destiny,"noodlot"
,,need,"noodzaak"
,,sacrifice,"opoffering"
,,sacrifice,"offer"
,,sacrifice,"opofferen"
,,irregular,"oneven"
,,odd,"raar"
,,odd,"vreemd"
,,odd,"oneven"
,,unequal,"oneven"
,,uneven,"oneven"
,,riot,"rel"
,,riot,"opstand"
,,riot,"ruzie"
,,riot,"onlust"
,,innocence,"onschuld"
,,discovery,"ontdekking"
,,eye,"oog"
,,uncle,"oom"
,,ear,"oor"
,,war,"oorlog"
,,cause,"oorzaak"
,,cause,"reden"
,,task,"opdracht"
,,task,"taak"
,,public,"openbaar"
,,public,"publiekelijk"
,,public,"publiek"
,,conman,"oplichter"
,,solution,"oplossing"
,,treaty,"overeenkomst"
,,treaty,"verdrag"
,,flood,"stroom"
,,flood,"vloed"
,,flood,"overstroming"
,,pole,"pool"
,,pole,"stok"
,,pole,"paal"
,,couple,"paar"
,,pair,"paar"
,,horse,"paard"
,,panic,"paniek"
,,umbrella,"paraplu"
,,pearl,"parel"
,,pope,"paus"
,,pear,"peer"
,,pen,"pen"
,,pepper,"peper"
,,peach,"perzik"
,,arrow,"pijl"
,,pipe,"pijp"
,,pin,"vastbinden"
,,pin,"speld"
,,pin,"pin"
,,pirate,"piraat"
,,pistol,"pistool"
,,town,"stad"
,,town,"plaats"
,,ceiling,"plafond"
,,idea,"plan"
,,plan,"plan"
,,joy,"vreugde"
,,joy,"plezier"
,,duty,"plicht"
,,duty,"taak"
,,attempt,"poging"
,,effort,"poging"
,,try,"poging"
,,pox,"pokken"
,,police,"politie"
,,pound,"pond"
,,doll,"pop"
,,puppet,"pop"
,,mail,"post"
,,post,"post"
,,jar,"pot"
,,pot,"pot"
,,pencil,"potlood"
,,speech,"voordracht"
,,speech,"toespraak"
,,speech,"spraak"
,,speech,"preek"
,,price,"prijs"
,,prize,"prijs"
,,prince,"prins"
,,audience,"publiek"
,,riddle,"raadsel"
,,window,"raam"
,,rail,"rail"
,,rail,"spoor"
,,rails,"rail"
,,raw,"ruw"
,,raw,"rauw"
,,law,"rechten"
,,law,"wet"
,,reason,"reden"
,,line,"regel"
,,rule,"regel"
,,sentence,"regel"
,,rain,"regen"
,,result,"resultaat"
,,scent,"reuk"
,,knight,"ridder"
,,belt,"riem"
,,straw,"strootje"
,,straw,"rietje"
,,straw,"stro"
,,rice,"rijst"
,,rhythm,"ritme"
,,river,"rivier"
