,Concept_ID,en,de
849,herstellen::V,produce,herstellen
850,bauen::V,build,bauen
851,reparieren::V,mend,reparieren
852,verbessern::V,improve,verbessern
853,ändern::V,alter,ändern
854,graben::V,dig,graben
855,beugen::V,bow,beugen
856,biegen::V,bend,biegen
857,drehen::V,spin,drehen
858,wenden::V,turn,wenden
859,umdrehen::V,turn around,umdrehen
860,heben::V,raise,heben
861,hochheben::V,lift,hochheben
862,ergreifen::V,seize,ergreifen
863,halten::V,hold,halten
864,drücken::V,press,drücken
865,schieben::V,push,schieben
866,kratzen::V,scrape,kratzen
867,lecken::V,lick,lecken
868,beißen::V,bite,beißen
869,abreißen::V,tear off,abreißen
870,abschneiden::V,cut off,abschneiden
871,binden::V,tie,binden
872,stecken::V,stick,stecken
873,brechen::V,break,brechen
874,klopfen::V,knock,klopfen
875,hauen::V,hit,hauen
876,kleben::V,glue,kleben
877,reiben::V,rub,reiben
878,streichen::V,spread,streichen
879,schleifen::V,grind,schleifen
880,schneiden::V,cut,schneiden
881,rütteln::V,jolt,rütteln
882,schütteln::V,shake,schütteln
883,schwenken::V,swing,schwenken
884,schütten::V,pour,schütten
885,füllen::V,fill,füllen
886,einwickeln::V,wrap,einwickeln
887,tragen::V,carry,tragen
888,schleppen::V,drag,schleppen
889,ziehen::V,pull,ziehen
890,aufbewahren::V,keep,aufbewahren
891,werfen::V,throw,werfen
892,fangen::V,catch,fangen
893,packen::V,grab,packen
894,verstecken::V,hide,verstecken
895,teilen::V,divide,teilen
896,schicken::V,send,schicken
897,bringen::V,bring,bringen
898,hinzufügen::V,add,hinzufügen
899,bekommen::V,get,bekommen
900,erhalten::V,receive,erhalten
901,nehmen::V,take,nehmen
902,wählen::V,choose,wählen
903,auswählen::V,select,auswählen
904,bewahren::V,preserve,bewahren
905,behindern::V,hinder,behindern
906,verderben::V,spoil,verderben
907,beschädigen::V,damage,beschädigen
908,zerbrechen::V,break,zerbrechen
909,zerreißen::V,tear,zerreißen
910,zerstören::V,destroy,zerstören
911,verbrennen::V,burn,verbrennen
912,geben::V,give,geben
913,reichen::V,hand,reichen
914,schenken::V,give,schenken
915,versprechen::V,promise,versprechen
916,wünschen::V,wish,wünschen
917,loben::V,praise,loben
918,küssen::V,kiss,küssen
919,wiegen::V,rock,wiegen
920,zudecken::V,cover,zudecken
921,wecken::V,wake,wecken
922,zeigen::V,show,zeigen
923,führen::V,guide,führen
924,lehren::V,teach,lehren
925,unterrichten::V,instruct,unterrichten
926,aufziehen::V,bring up,aufziehen
927,leiten::V,lead,leiten
928,antreiben::V,urge,antreiben
929,lassen::V,let,lassen
930,einladen::V,invite,einladen
931,vereinigen::V,unite,vereinigen
932,besuchen::V,visit,besuchen
933,treffen::V,meet,treffen
934,sich versammeln::V,assemble,sich versammeln
935,spielen::V,play,spielen
936,singen::V,sing,singen
937,tanzen::V,dance,tanzen
938,sich trennen::V,separate,sich trennen
939,verlassen::V,leave,verlassen
940,retten::V,rescue,retten
941,bewachen::V,guard,bewachen
942,schützen::V,protect,schützen
943,verteidigen::V,defend,verteidigen
944,sich schlagen::V,brawl,sich schlagen
945,schießen::V,shoot,schießen
946,siegen::V,win,siegen
947,ärgern::V,annoy,ärgern
948,schlagen::V,beat,schlagen
949,treten::V,kick,treten
950,stechen::V,sting,stechen
951,stoßen::V,shove,stoßen
952,stehlen::V,steal,stehlen
953,stören::V,disturb,stören
954,belästigen::V,bother,belästigen
955,verbergen::V,conceal,verbergen
956,täuschen::V,deceive,täuschen
957,betrügen::V,cheat,betrügen
958,töten::V,kill,töten
959,wohnen::V,dwell,wohnen
960,arbeiten::V,work,arbeiten
961,sammeln::V,gather,sammeln
962,pflücken::V,pick,pflücken
963,jagen::V,hunt,jagen
964,fischen::V,fish,fischen
965,fassen::V,catch,fassen
966,hüten::V,herd,hüten
967,treiben::V,drive,treiben
968,anbinden::V,tie up,anbinden
969,füttern::V,feed,füttern
970,melken::V,milk,melken
971,hacken::V,chop,hacken
972,gießen::V,water,gießen
973,reifen::V,ripen,reifen
974,zubereiten::V,cook,zubereiten
975,kochen::V,boil,kochen
976,backen::V,bake,backen
977,braten::V,fry,braten
978,umrühren::V,stir,umrühren
979,stricken::V,knit,stricken
980,nähen::V,sew,nähen
981,färben::V,dye,färben
982,reinigen::V,clean,reinigen
983,waschen::V,wash,waschen
984,abwischen::V,wipe,abwischen
985,spülen::V,rinse,spülen
986,fegen::V,sweep,fegen
987,kehren::V,sweep,kehren
988,baden::V,bath,baden
989,sich waschen::V,wash,sich waschen
990,ausziehen::V,take off,ausziehen
991,anziehen::V,put on,anziehen
992,sich anziehen::V,get dressed,sich anziehen
993,kämmen::V,comb,kämmen
994,schmücken::V,decorate,schmücken
995,sagen::V,say,sagen
996,sprechen::V,speak,sprechen
997,reden::V,talk,reden
998,sich unterhalten::V,chat,sich unterhalten
999,fragen::V,ask,fragen
1000,bitten::V,request,bitten
1001,erzählen::V,tell,erzählen
1002,mitteilen::V,convey,mitteilen
1003,nennen::V,name,nennen
1004,rufen::V,call,rufen
1005,prahlen::V,brag,prahlen
1006,übersetzen::V,translate,übersetzen
1007,denken::V,think,denken
1008,glauben::V,believe,glauben
1009,bemerken::V,notice,bemerken
1010,erkennen::V,recognize,erkennen
1011,begreifen::V,grasp,begreifen
1012,verstehen::V,understand,verstehen
1013,lernen::V,learn,lernen
1014,wissen::V,know,wissen
1015,sich erinnern an::V,remember,sich erinnern an
1016,vergessen::V,forget,vergessen
1017,messen::V,measure,messen
1018,zählen::V,count,zählen
1019,rechnen::V,calculate,rechnen
1020,lesen::V,read,lesen
1021,malen::V,paint,malen
1022,zeichnen::V,draw,zeichnen
1023,schreiben::V,write,schreiben
1024,besitzen::V,own,besitzen
1025,kaufen::V,buy,kaufen
1026,verkaufen::V,sell,verkaufen
1027,bezahlen::V,pay for,bezahlen
1028,zahlen::V,pay,zahlen
1029,beherrschen::V,rule,beherrschen
1030,ertragen::V,endure,ertragen
,,sociology,"soziologie"
,,sociology,"die"
,,is,"ist"
,,is,"er"
,,is,"es"
,,is,"sein"
,,is,"war"
,,is,"muss"
,,a,"eine"
,,a,"ein"
,,a,"ihre"
,,a,"wurde"
,,a,"als"
,,a,"pro"
,,a,"einer"
,,a,"einem"
,,a,"für"
,,relatively,"recht"
,,relatively,"relativ"
,,relatively,"noch"
,,new,"junges"
,,new,"neue"
,,new,"junge"
,,academic,"akademische"
,,academic,"wissenschaftliche"
,,discipline,"fachrichtung"
,,discipline,"disziplin"
,,it,"ist"
,,it,"es"
,,it,"problems"
,,it,"sie"
,,it,"folgen"
,,it,"ihm"
,,emerged,"entstammt"
,,emerged,"ins"
,,emerged,"leben"
,,emerged,"entstand"
,,emerged,"wurde"
,,emerged,"gerufen"
,,emerged,"gründete"
,,emerged,"sich"
,,emerged,"kam"
,,emerged,"zeigte"
,,emerged,"entwickelte"
,,emerged,"auf"
,,early,"frühen"
,,century,"jhd"
,,century,"jahrhunderts"
,,century,"jahrhundert"
,,century,"jhdt"
,,in,"eine"
,,in,"beschäftigten"
,,in,"mit"
,,in,"die"
,,in,"letzten"
,,in,"war"
,,in,"im"
,,in,"der"
,,in,"auf"
,,in,"seit"
,,in,"durch"
,,in,"jahr"
,,in,"dazu"
,,in,"zu"
,,in,"in"
,,in,"als"
,,in,"einer"
,,in,"und"
,,in,"zusätzliche"
,,in,"den"
,,in,"dass"
,,in,"jahre"
,,response,"antwort"
,,response,"reaktion"
,,to,"an"
,,to,"mit"
,,to,"bis"
,,to,"konnte"
,,to,"zwischen"
,,to,"dem"
,,to,"die"
,,to,"zum"
,,to,"damit"
,,to,"für"
,,to,"von"
,,to,"auf"
,,to,"um"
,,to,"durch"
,,to,"das"
,,to,"dazu"
,,to,"zu"
,,to,"in"
,,to,"gegen"
,,to,"oder"
,,to,"noch"
,,to,"seinem"
,,to,"den"
,,to,"fachpersonal"
,,the,"des"
,,the,"eine"
,,the,"die"
,,the,"dem"
,,the,"einen"
,,the,"zum"
,,the,"diesem"
,,the,"einem"
,,the,"im"
,,the,"von"
,,the,"der"
,,the,"vom"
,,the,"ein"
,,the,"am"
,,the,"das"
,,the,"hinzu"
,,the,"als"
,,the,"einer"
,,the,"sein"
,,the,"den"
,,the,"dass"
,,the,"dieses"
,,challenges,"gestiegenen"
,,challenges,"herausforderungen"
,,challenges,"veränderungen"
,,challenges,"enorm"
,,challenges,"neuen"
,,of,"des"
,,of,"an"
,,of,"eines"
,,of,"mit"
,,of,"die"
,,of,"darüber"
,,of,"gegenüber"
,,of,"unter"
,,of,"für"
,,of,"von"
,,of,"der"
,,of,"auf"
,,of,"um"
,,of,"vom"
,,of,"of"
,,of,"aus"
,,of,"wegen"
,,of,"zu"
,,of,"in"
,,of,"davon"
,,of,"als"
,,of,"einer"
,,of,"zur"
,,of,"den"
,,of,"dass"
,,of,"dieses"
,,modernity,"welt"
,,modernity,"gesellschaft"
,,modernity,"modernen"
,,modernity,"moderne"
,,advances,"fortschritte"
,,advances,"fortschritt"
,,advances,"der"
,,advances,"die"
,,advances,"in"
,,increasing,"verstärkt"
,,increasing,"größere"
,,increasing,"steigende"
,,increasing,"zunehmende"
,,increasing,"die"
,,increasing,"gewählten"
,,increasing,"gesteigerte"
,,increasing,"immer"
,,increasing,"vermehrten"
,,increasing,"häufiger"
,,increasing,"selbst"
,,increasing,"zunehmenden"
,,increasing,"erhöhte"
,,increasing,"zunehmend"
,,increasing,"mehr"
,,mobility,"menschen"
,,mobility,"der"
,,mobility,"mobilität"
,,mobility,"die"
,,mobility,"beweglichkeit"
,,and,"was"
,,and,"und"
,,and,"darüberhinaus"
,,and,"sowie"
,,technological,"technologische"
,,technological,"technologischen"
,,technological,"technologischer"
,,technological,"technischer"
,,technological,"technische"
,,technological,"technik"
,,technological,"der"
,,resulted,"führten"
,,resulted,"dass"
,,resulted,"dazu"
,,resulted,"führte"
,,exposure,"einflusses"
,,exposure,"interesses"
,,exposure,"konfrontation"
,,exposure,"traten"
,,exposure,"anschauung"
,,exposure,"ausgangsproblems"
,,exposure,"kontakts"
,,exposure,"sich"
,,exposure,"einbindung"
,,exposure,"kamen"
,,exposure,"kontakt"
,,exposure,"interessierten"
,,exposure,"entwicklung"
,,exposure,"phänomens"
,,exposure,"in"
,,exposure,"gefährdung"
,,exposure,"ausgesetztseins"
,,exposure,"kontaktes"
,,exposure,"exposition"
,,exposure,"belastung"
,,exposure,"ausgesetzt"
,,exposure,"kontakte"
,,cultures,"kulturen"
,,societies,"vom"
,,societies,"aus"
,,societies,"die"
,,societies,"kulturen"
,,societies,"einer"
,,societies,"gesellschaft"
,,societies,"gesellschaftsformen"
,,societies,"gemeinschaften"
,,societies,"lebt"
,,societies,"gesellschaften"
,,impact,"auswirkungen"
,,impact,"ausmaß"
,,impact,"folgen"
,,but,"doch"
,,but,"jedoch"
,,but,"aber"
,,but,"obwohl"
,,some,"einigen"
,,some,"fällen"
,,some,"manche"
,,some,"in"
,,some,"einige"
,,people,"kultur"
,,people,"betroffenen"
,,people,"eigenen"
,,people,"die"
,,people,"menschen"
,,people,"gesellschaften"
,,people,"motiv"
,,people,"personen"
,,included,"auch"
,,included,"dies"
,,included,"dadurch"
,,included,"unter"
,,included,"führten"
,,included,"es"
,,included,"anderem"
,,included,"beinhaltete"
,,included,"führte"
,,included,"bedeutete"
,,included,"er"
,,included,"ein"
,,included,"beinhalteten"
,,included,"fürchteten"
,,included,"dazu"
,,included,"eingeschlossen"
,,included,"schloss"
,,included,"schlossen"
,,included,"ist"
,,included,"bedeuteten"
,,included,"sie"
,,included,"dass"
,,norms,"werte"
,,norms,"sitten"
,,norms,"normen"
,,norms,"ihren"
,,traditional,"traditioneller"
,,traditional,"traditionellen"
,,customs,"bräuche"
,,customs,"bräuchen"
,,customs,"gebräuche"
,,customs,"werte"
,,customs,"gebräuchen"
,,customs,"gepflogenheiten"
,,warranted,"notwendig"
,,warranted,"machte"
,,warranted,"soziologie"
,,warranted,"verlangte"
,,warranted,"erhielten"
,,warranted,"die"
,,warranted,"rechtfertigten"
,,warranted,"führten"
,,warranted,"sich"
,,warranted,"sorgten"
,,warranted,"erforderten"
,,warranted,"ermöglichte"
,,warranted,"selber"
,,warranted,"für"
,,warranted,"gewährleisteten"
,,warranted,"zwangen"
,,warranted,"führte"
,,warranted,"gewährleistet"
,,warranted,"erkannten"
,,warranted,"schufen"
,,warranted,"rechtfertigte"
,,warranted,"nach"
,,warranted,"zu"
,,warranted,"sie"
,,warranted,"zeigte"
,,warranted,"ihnen"
,,warranted,"ermöglichten"
,,revised,"tieferes"
,,revised,"anderen"
,,revised,"neues"
,,revised,"veränderten"
,,revised,"änderten"
,,revised,"neue"
,,revised,"überarbeitetes"
,,revised,"besseres"
,,revised,"überarbeitete"
,,revised,"neuen"
,,understanding,"meinung"
,,understanding,"verständnis"
,,world,"welt"
,,responded,"durch"
,,responded,"beschäftigten"
,,responded,"begegneten"
,,responded,"diese"
,,responded,"reagierten"
,,responded,"veranlasst"
,,responded,"reagieren"
,,responded,"reagierte"
,,responded,"sich"
,,responded,"antworteten"
,,changes,"veränderungen"
,,changes,"änderungen"
,,sociologists,"soziologie"
,,sociologists,"soziologen"
,,sociologists,"die"
,,understand,"und"
,,understand,"klären"
,,understand,"herauszufinden"
,,understand,"verstehen"
,,what,"welche"
,,what,"was"
,,what,"faktoren"
,,what,"wie"
,,social,"in"
,,social,"sozialer"
,,social,"gesellschaft"
,,social,"sozialen"
,,social,"soziale"
,,social,"der"
,,social,"gesellschaftlichen"
,,groups,"gruppen"
,,groups,"einer"
,,groups,"gruppierungen"
,,groups,"gruppe"
,,possible,"mögliche"
,,possible,"möglichen"
,,solutions,"lösungen"
,,solutions,"gründe"
,,solutions,"erklärungen"
,,breakdown,"zuammebruch"
,,breakdown,"bewahren"
,,breakdown,"des"
,,breakdown,"rückgang"
,,breakdown,"niedergang"
,,breakdown,"zussamenbruch"
,,breakdown,"wegfallen"
,,breakdown,"abnehmen"
,,breakdown,"nachlass"
,,breakdown,"zusammenbruch"
,,breakdown,"abbau"
,,breakdown,"bedeutungsverlust"
,,breakdown,"auflösung"
,,breakdown,"entfernung"
,,breakdown,"bruch"
,,breakdown,"problem"
,,breakdown,"aufbrechen"
,,breakdown,"abbaus"
,,breakdown,"verlust"
,,breakdown,"verfall"
,,breakdown,"aufgabe"
,,solidarity,"solidarität"
,,term,"terminus"
,,term,"suffix"
,,term,"begriff"
,,term,"ausdruck"
,,term,"wort"
,,was,"an"
,,was,"begründete"
,,was,"darin"
,,was,"sei"
,,was,"bastand"
,,was,"wurde"
,,was,"bestand"
,,was,"musste"
,,was,"war"
,,was,"sich"
,,was,"waren"
,,was,"wurden"
,,was,"trat"
,,by,"durch"
,,by,"vom"
,,by,"vor"
,,by,"mit"
,,by,"aus"
,,by,"in"
,,by,"als"
,,by,"und"
,,by,"indem"
,,by,"von"
,,auguste,"aguste"
,,auguste,"auguste"
,,auguste,"august"
,,comte,"comte"
,,coined,"eingeführt"
,,coined,"abgeleitet"
,,coined,"und"
,,coined,"geprägt"
,,from,"entstehenden"
,,from,"weil"
,,from,"da"
,,from,"über"
,,from,"unter"
,,from,"es"
,,from,"setzt"
,,from,"von"
,,from,"der"
,,from,"auf"
,,from,"folge"
,,from,"durch"
,,from,"er"
,,from,"abgeleitet"
,,from,"ergeben"
,,from,"wegen"
,,from,"darunter"
,,from,"hervorgehende"
,,from,"in"
,,from,"als"
,,from,"entstehende"
,,from,"ableitet"
,,from,"und"
,,from,"dass"
,,from,"grund"
,,from,"geht"
,,from,"bei"
,,from,"stammende"
,,from,"die"
,,from,"zurück"
,,from,"wurde"
,,from,"leitet"
,,from,"sich"
,,from,"zusammen"
,,from,"zwar"
,,from,"entstehen"
,,from,"hervorgerufenen"
,,from,"aufgrund"
,,from,"aus"
,,from,"ab"
,,latin,"lateinischen"
,,socius,"socius"
,,companion,"begleiter"
,,companion,"kamerad"
,,companion,"gefährte"
,,associate,"genosse"
,,associate,"kamerad"
,,associate,"associate"
,,associate,"partner"
,,associate,"gefährte"
,,greek,"griechischen"
,,logia,"logia"
,,logia,"logien"
,,logia,"logos"
,,logia,"logie"
,,speech,"wort"
,,speech,"sprache"
,,speech,"rede"
,,families,"anstieg"
,,families,"familien"
,,hit,"stark"
,,hit,"bestürzt"
,,hit,"treffen"
,,hit,"schwer"
,,hit,"konfrontiert"
,,hit,"besonders"
,,hit,"getroffen"
,,hit,"werden"
,,hit,"sind"
,,hit,"leiden"
,,hit,"betroffen"
,,hit,"kämpfen"
,,with,"des"
,,with,"vom"
,,with,"durch"
,,with,"mit"
,,with,"wegen"
,,with,"zu"
,,with,"über"
,,with,"unter"
,,with,"dass"
,,with,"zur"
,,with,"den"
,,with,"für"
,,with,"von"
,,with,"deswegen"
,,with,"auf"
,,increase,"steigerung"
,,increase,"erhöhung"
,,increase,"dem"
,,increase,"anstieg"
,,increase,"erhöhen"
,,increase,"familien"
,,increase,"aufwärtstrend"
,,increase,"sich"
,,increase,"steigen"
,,increase,"ansteigen"
,,increase,"der"
,,british,"großbritannien"
,,british,"england"
,,british,"in"
,,british,"britische"
,,an,"einen"
,,an,"einer"
,,an,"ein"
,,an,"einem"
,,extra,"vorne"
,,extra,"betrag"
,,extra,"nach"
,,extra,"besonders"
,,extra,"zusätzlichen"
,,extra,"zusätzliche"
,,extra,"belastung"
,,extra,"von"
,,year,"jahr"
,,year,"jahres"
,,year,"jahre"
,,as,"sowieso"
,,as,"mitunter"
,,as,"denn"
,,as,"haben"
,,as,"nachdem"
,,as,"schon"
,,as,"weil"
,,as,"da"
,,as,"als"
,,as,"während"
,,as,"wie"
,,as,"um"
,,prices,"preisen"
,,prices,"preise"
,,prices,"den"
,,prices,"für"
,,prices,"die"
,,prices,"diese"
,,food,"nahrungsmittel"
,,food,"lebenmitteln"
,,food,"lebensmittel"
,,food,"nahrungsmittelkosten"
,,food,"die"
,,food,"lebensmittelpreisen"
,,food,"den"
,,food,"lebensmitteln"
,,food,"verpflegung"
,,food,"nahrung"
,,fuel,"kraftstoff"
,,fuel,"steigenden"
,,fuel,"benzin"
,,fuel,"bezin"
,,fuel,"benzinpreisen"
,,fuel,"preisen"
,,fuel,"treibstoff"
,,fuel,"den"
,,fuel,"für"
,,years,"lang"
,,years,"letzten"
,,years,"jahren"
,,years,"den"
,,years,"jahre"
,,soar,"angestiegen"
,,soar,"die"
,,soar,"in"
,,soar,"höhe"
,,soar,"gestiegen"
,,soar,"gestiegene"
,,soar,"steigen"
,,soar,"sind"
,,soar,"ansteigen"
,,soar,"erreicht"
,,soar,"schießen"
,,soar,"haben"
,,past,"vergangenem"
,,past,"vergangenen"
,,past,"vergangen"
,,past,"letzten"
,,have,"medizinischen"
,,have,"aufzuweisen"
,,have,"hat"
,,have,"die"
,,have,"wurde"
,,have,"machen"
,,have,"sichern"
,,have,"besitzen"
,,have,"weisen"
,,have,"mussten"
,,have,"müssen"
,,have,"auf"
,,have,"haben"
,,have,"hatten"
,,have,"verfügen"
,,have,"zu"
,,have,"sind"
,,have,"habe"
,,at,"auf"
,,at,"mit"
,,at,"familien"
,,at,"zu"
,,at,"in"
,,at,"um"
,,alarming,"alamierenden"
,,alarming,"alamierender"
,,alarming,"alarmierende"
,,alarming,"alarmierenden"
,,alarming,"beunruhigendes"
,,alarming,"alarmierendes"
,,climbed,"gestiegen"
,,climbed,"angestiegen"
,,climbed,"angelangt"
,,analysts,"analytiker"
,,analysts,"analysen"
,,analysts,"analysten"
,,analysts,"experten"
,,analysts,"finanzexperten"
,,warned,"gewarnt"
,,warned,"davor"
,,warned,"ergeben"
,,that,"ist"
,,that,"das"
,,that,"dass"
,,that,"so"
,,will,"wird"
,,will,"könnten"
,,will,"werden"
,,will,"betragen"
,,bank,"bank"
,,england,"england"
,,cut,"senken"
,,cut,"verringern"
,,struggles,"alles"
,,struggles,"kampf"
,,struggles,"hat"
,,struggles,"darum"
,,struggles,"beschäftigt"
,,struggles,"ringt"
,,struggles,"sich"
,,struggles,"damit"
,,struggles,"gleichzeitig"
,,struggles,"kämpft"
,,struggles,"muss"
,,struggles,"bekämpft"
,,struggles,"abmühen"
,,struggles,"gegen"
,,struggles,"genug"
,,struggles,"zu"
,,struggles,"bereits"
,,struggles,"ist"
,,struggles,"versucht"
,,struggles,"kämpfen"
,,inflation,"inflationsrate"
,,inflation,"eine"
,,inflation,"inflation"
,,inflation,"inflationsausgleich"
,,inflation,"die"
,,inflation,"gewarnt"
,,inflation,"davor"
,,inflation,"krankenschwestern"
,,inflation,"inflationsniveau"
,,inflation,"der"
,,under,"unter"
,,under,"mit"
,,under,"bei"
,,under,"die"
,,under,"in"
,,control,"stabil"
,,control,"preise"
,,control,"kontrolle"
,,keep,"halten"
,,keep,"behalten"
,,keep,"weiter"
,,escalating,"eklatant"
,,escalating,"steigenden"
,,escalating,"steigende"
,,escalating,"schnell"
,,escalating,"eskalierende"
,,escalating,"eskalierenden"
,,escalating,"explodierenden"
,,escalating,"erhöhten"
,,escalating,"steigen"
,,escalating,"immens"
,,escalating,"dass"
,,escalating,"wesentlich"
,,escalating,"eskalieren"
,,especially,"vor"
,,especially,"allem"
,,especially,"dies"
,,especially,"betrifft"
,,especially,"das"
,,especially,"gilt"
,,especially,"insbesondere"
,,especially,"besonders"
,,especially,"für"
,,especially,"von"
,,those,"tätigen"
,,those,"angestellten"
,,those,"löhne"
,,those,"denjenigen"
,,those,"denen"
,,those,"regierungsangestellten"
,,those,"alle"
,,those,"die"
,,those,"arbeiten"
,,those,"gehälter"
,,those,"lohnerhöhungen"
,,those,"angestellte"
,,those,"arbeiter"
,,those,"mitarbeiter"
,,those,"zu"
,,those,"als"
,,those,"bezüglich"
,,those,"diejenigen"
,,those,"all"
,,those,"personen"
,,nurses,"pflegekräften"
,,nurses,"krankenpflegern"
,,nurses,"in"
,,nurses,"krankenhäusern"
,,nurses,"pflegern"
,,nurses,"gehälter"
,,nurses,"pflegepersonals"
,,nurses,"und"
,,nurses,"krankenschwestern"
,,nurses,"von"
,,other,"andere"
,,other,"anderem"
,,other,"anderes"
,,other,"anderen"
,,other,"von"
,,other,"übrigen"
,,other,"dem"
,,professionals,"beschäftigten"
,,professionals,"angestellten"
,,professionals,"aus"
,,professionals,"arbeitnehmern"
,,professionals,"berufsgruppen"
,,professionals,"bediensteten"
,,professionals,"personal"
,,professionals,"fachpersonal"
,,professionals,"der"
,,healthcare,"medizinischen"
,,healthcare,"medizinischem"
,,healthcare,"gesundheitsbereich"
,,healthcare,"gesundheitsbranche"
,,healthcare,"gesundheitssektor"
,,healthcare,"die"
,,healthcare,"beschäftigt"
,,healthcare,"in"
,,healthcare,"gesundheitswesen"
,,healthcare,"gesundheitspflege"
,,healthcare,"sind"
,,healthcare,"medizinisches"
,,healthcare,"im"
,,healthcare,"der"
,,who,"berufsgruppe"
,,who,"preise"
,,who,"das"
,,who,"die"
,,who,"diese"
,,who,"sie"
,,who,"menschen"
,,who,"dieses"
,,insistence,"erklärt"
,,insistence,"beharrt"
,,insistence,"dem"
,,insistence,"mienung"
,,insistence,"bedacht"
,,insistence,"beharren"
,,insistence,"schneller"
,,insistence,"war"
,,insistence,"der"
,,insistence,"besteht"
,,insistence,"vorschrift"
,,insistence,"intervention"
,,insistence,"entscheidung"
,,insistence,"darauf"
,,insistence,"forderung"
,,insistence,"dass"
,,government,"des"
,,government,"sudanesischen"
,,government,"dortigen"
,,government,"regierung"
,,government,"dieses"
,,government,"landes"
,,government,"sudans"
,,public,"öffentlichen"
,,public,"lohnerhöhungen"
,,public,"öffentliche"
,,below,"geringer"
,,below,"die"
,,below,"zu"
,,below,"niedrige"
,,below,"unter"
,,below,"als"
,,below,"unterhalb"
,,below,"erfordert"
,,below,"niedriger"
,,also,"auch"
,,also,"beitragen"
,,also,"außerdem"
,,also,"überdies"
,,also,"zudem"
,,also,"ebenfalls"
,,five,"fünf"
,,six,"sechs"
,,largest,"größten"
,,suppliers,"anbieter"
,,suppliers,"energielieferanten"
,,suppliers,"stromanbietern"
,,suppliers,"stromkonzerne"
,,suppliers,"stromanbieter"
,,suppliers,"lieferanten"
,,suppliers,"zulieferer"
,,suppliers,"stromlieferanten"
,,suppliers,"stromproduzenten"
,,their,"jeweils"
,,their,"ihre"
,,their,"ihrer"
,,their,"bei"
,,their,"das"
,,their,"die"
,,their,"ihres"
,,their,"sie"
,,their,"ihren"
,,their,"den"
,,their,"für"
,,their,"müssen"
,,their,"der"
,,increased,"ausgestellt"
,,increased,"getrieben"
,,increased,"höhe"
,,increased,"erhöhte"
,,increased,"erhöht"
,,increased,"die"
,,increased,"in"
,,although,"auch"
,,although,"doch"
,,although,"wenn"
,,although,"jedoch"
,,although,"zwar"
,,although,"obwohl"
,,although,"obschon"
,,understandably,"natürlich"
,,understandably,"verständlicherweise"
,,better,"besserer"
,,better,"höheren"
,,better,"bessere"
,,for,"an"
,,for,"des"
,,for,"aufgrund"
,,for,"dafür"
,,for,"wegen"
,,for,"weil"
,,for,"zu"
,,for,"in"
,,for,"war"
,,for,"dass"
,,for,"für"
,,for,"grund"
,,for,"der"
,,for,"auf"
,,poor,"ihrer"
,,poor,"armen"
,,poor,"bevölkerung"
,,poor,"teile"
,,achieving,"machen"
,,achieving,"erzielen"
,,achieving,"erreichen"
,,achieving,"das"
,,achieving,"zu"
,,need,"unbedingt"
,,need,"muss"
,,need,"dürfen"
,,need,"müssen"
,,need,"notwendigerweise"
,,action,"aktionen"
,,action,"handeln"
,,action,"das"
,,action,"maßnahmen"
,,action,"die"
,,on,"zum"
,,on,"den"
,,on,"zuge"
,,on,"im"
,,on,"gegen"
,,on,"bereich"
,,not,"keine"
,,not,"nicht"
,,not,"notwendigerweise"
,,development,"entwicklung"
,,development,"ihre"
,,development,"die"
,,development,"der"
,,economic,"wirschaftliche"
,,economic,"wirtschaftliche"
,,economic,"wirtschaftlichen"
,,threaten,"eine"
,,threaten,"hemmnis"
,,threaten,"gefährden"
,,threaten,"werden"
,,threaten,"zwangsläufig"
,,threaten,"unbeding"
,,threaten,"allerdings"
,,threaten,"für"
,,threaten,"hemmen"
,,threaten,"bedrohung"
,,threaten,"durch"
,,threaten,"ein"
,,threaten,"gefährdet"
,,threaten,"bedeuten"
,,threaten,"beeinträchtigen"
,,threaten,"sein"
,,threaten,"bedroht"
,,threaten,"unbedingt"
,,threaten,"bedrohen"
,,must,"sollten"
,,must,"es"
,,must,"werden"
,,must,"können"
,,must,"müssen"
,,incentives,"solche"
,,incentives,"förderungsanreize"
,,incentives,"incentives"
,,incentives,"die"
,,incentives,"diese"
,,incentives,"prämien"
,,incentives,"es"
,,incentives,"fördergelder"
,,incentives,"sie"
,,incentives,"für"
,,incentives,"mehr"
,,incentives,"anreize"
,,offered,"angeboten"
,,offered,"geschaffen"
,,offered,"geboten"
,,be,"es"
,,be,"werden"
,,be,"sein"
,,be,"sind"
,,be,"können"
,,be,"leben"
,,clean,"sauberer"
,,clean,"saubere"
,,clean,"öko"
,,clean,"umweltfreundliche"
,,technologies,"technologien"
,,technologies,"die"
,,implement,"einzuführen"
,,implement,"setzen"
,,implement,"umsetzen"
,,implement,"zu"
,,implement,"einzusetzen"
,,implement,"zum"
,,implement,"einführen"
,,implement,"einsatz"
,,implement,"den"
,,implement,"implementieren"
,,implement,"auf"
,,could,"könnten"
,,could,"könnte"
,,could,"können"
,,could,"damit"
,,could,"die"
,,could,"hätten"
,,help,"verringern"
,,help,"dadurch"
,,help,"deutlich"
,,help,"dazu"
,,help,"zu"
,,help,"helfen"
,,help,"beitragen"
,,help,"zur"
,,help,"dabei"
,,help,"führen"
,,deforestation,"entwaldung"
,,deforestation,"rodung"
,,deforestation,"wäldern"
,,deforestation,"das"
,,deforestation,"waldrodung"
